# Filename	11_delay.txt
# Date	2016-09-23
# Title	DL-Pro & DL-100 UNLocked delay scan.
# DL-Pro	365856.7 GHz
# DL-100	365840.7 GHz
# Static	1000 mV Pulsed
# MWOn	On
# MWf	15932.0 MHz
# Attn	44 dB
# FixedAttn	6 dB
# B2	B2 = T2 + 2.050 us
# HP214B	HP 214B FIP at 5.5 on 100V setting ; Applied to Top ; Mesh & Vin of MCP @ +25V ; Vout of MCP @ +2025 V
# Oven	32 A
# Boxcar	Gate = 200 ns ; Amp = 25x ; Sensitivity = 5 mV
# Offset	+/- 30 mV IR/Oven offset.
# Bias	Top: 0 V ; Bot: -0.422 V ; IR: +0.045 V ; Oven: -0.045 V ; Vis: -0.000 V ; MW: +0.000 V
# Passes	4
i	step	norm	nbackground	signal	sbackground
0	0	0.273964	-0.027411	-0.00183388	-0.0505645
1	744	0.278436	-0.027411	0.00401945	-0.0505645
2	1488	0.258936	-0.027411	-0.00472766	-0.0505645
3	2232	0.284256	-0.027411	-0.00334654	-0.0505645
4	2976	0.280211	-0.027411	-0.00282039	-0.0505645
5	3720	0.28692	-0.027411	-0.00936428	-0.0505645
6	4464	0.282908	-0.027411	-0.00548399	-0.0505645
7	5208	0.285045	-0.027411	-0.0062732	-0.0505645
8	5952	0.29639	-0.027411	-0.010285	-0.0505645
9	6696	0.268932	-0.027411	-0.00160369	-0.0505645
10	7440	0.291556	-0.027411	-0.00772009	-0.0505645
11	8184	0.273733	-0.027411	-0.00153792	-0.0505645
12	8928	0.296653	-0.027411	0.00145451	-0.0505645
13	9672	0.297015	-0.027411	-0.0060759	-0.0505645
14	10416	0.293793	-0.027411	0.00161893	-0.0505645
15	11160	0.286065	-0.027411	-0.0062732	-0.0505645
16	11904	0.28692	-0.027411	-0.00255732	-0.0505645
17	12648	0.275838	-0.027411	0.0030987	-0.0505645
18	13392	0.247163	-0.027411	-0.0070953	-0.0505645
19	14136	0.275575	-0.027411	-0.00989043	-0.0505645
20	14880	0.274588	-0.027411	-0.00755567	-0.0505645
21	15624	0.287413	-0.027411	-0.00104466	-0.0505645
22	16368	0.261599	-0.027411	-0.00462901	-0.0505645
23	17112	0.275443	-0.027411	-0.00732548	-0.0505645
24	17856	0.26959	-0.027411	-0.00127485	-0.0505645
25	18600	0.273898	-0.027411	-0.00466189	-0.0505645
26	19344	0.273076	-0.027411	0.00198065	-0.0505645
27	20088	0.31007	-0.027411	-0.00541822	-0.0505645
28	20832	0.272254	-0.027411	0.00171758	-0.0505645
29	21576	0.29935	-0.027411	-0.00084736	-0.0505645
30	22320	0.280738	-0.027411	-0.0109427	-0.0505645
31	23064	0.271168	-0.027411	-0.00660204	-0.0505645
32	23808	0.258508	-0.027411	-0.00949582	-0.0505645
33	24552	0.2591	-0.027411	-0.00383979	-0.0505645
34	25296	0.262125	-0.027411	-0.000518522	-0.0505645
35	26040	0.282086	-0.027411	-0.00430017	-0.0505645
36	26784	0.283993	-0.027411	-0.00873949	-0.0505645
37	27528	0.293891	-0.027411	-0.00324788	-0.0505645
38	28272	0.307834	-0.027411	-0.00285328	-0.0505645
39	29016	0.29034	-0.027411	-0.00236002	-0.0505645
40	29760	0.286163	-0.027411	-0.00883814	-0.0505645
41	30504	0.288761	-0.027411	-0.00535245	-0.0505645
42	31248	0.276528	-0.027411	0.00484155	-0.0505645
43	31992	0.2957	-0.027411	-0.00522092	-0.0505645
44	32736	0.280475	-0.027411	-0.00170234	-0.0505645
45	33480	0.291491	-0.027411	0.00017204	-0.0505645
46	34224	0.29616	-0.027411	-0.00351095	-0.0505645
47	34968	0.288992	-0.027411	-0.00584571	-0.0505645
48	35712	0.268603	-0.027411	-0.00436594	-0.0505645
49	36456	0.288005	-0.027411	-0.00683223	-0.0505645
50	37200	0.279357	-0.027411	-0.00436594	-0.0505645
51	37944	0.286131	-0.027411	-0.00522092	-0.0505645
52	38688	0.305631	-0.027411	-0.0052538	-0.0505645
53	39432	0.289945	-0.027411	-0.00383979	-0.0505645
54	40176	0.297213	-0.027411	-0.0124225	-0.0505645
55	40920	0.270149	-0.027411	-0.00571417	-0.0505645
56	41664	0.276561	-0.027411	0.00306582	-0.0505645
57	42408	0.296094	-0.027411	0.00263833	-0.0505645
58	43152	0.272418	-0.027411	-0.00673357	-0.0505645
59	43896	0.285736	-0.027411	-0.00393844	-0.0505645
60	44640	0.289551	-0.027411	-0.00762144	-0.0505645
61	45384	0.300336	-0.027411	-0.00512226	-0.0505645
62	46128	0.299284	-0.027411	0.00599249	-0.0505645
63	46872	0.297213	-0.027411	-0.0072926	-0.0505645
64	47616	0.291063	-0.027411	0.00300005	-0.0505645
65	48360	0.296818	-0.027411	-0.00568129	-0.0505645
66	49104	0.269754	-0.027411	4.05043E-5	-0.0505645
67	49848	0.28909	-0.027411	-0.00406998	-0.0505645
68	50592	0.277745	-0.027411	-0.00337942	-0.0505645
69	51336	0.292872	-0.027411	-0.00140639	-0.0505645
70	52080	0.26982	-0.027411	-0.00601013	-0.0505645
71	52824	0.260152	-0.027411	-0.00166946	-0.0505645
72	53568	0.259232	-0.027411	0.00125721	-0.0505645
73	54312	0.264756	-0.027411	-0.00577994	-0.0505645
74	55056	0.287906	-0.027411	-0.00515515	-0.0505645
75	55800	0.288992	-0.027411	-0.00538534	-0.0505645
76	56544	0.282316	-0.027411	-0.00772009	-0.0505645
77	57288	0.287742	-0.027411	-0.00574706	-0.0505645
78	58032	0.293431	-0.027411	-0.00854219	-0.0505645
79	58776	0.287084	-0.027411	-0.0030177	-0.0505645
80	59520	0.285539	-0.027411	-0.00393844	-0.0505645
81	60264	0.280475	-0.027411	-0.00232713	-0.0505645
82	61008	0.295207	-0.027411	-0.00282039	-0.0505645
83	61752	0.284947	-0.027411	-0.00344519	-0.0505645
84	62496	0.282941	-0.027411	-0.00453035	-0.0505645
85	63240	0.268176	-0.027411	-0.00479343	-0.0505645
86	63984	0.268669	-0.027411	-0.00926563	-0.0505645
87	64728	0.282316	-0.027411	-0.0072926	-0.0505645
88	65472	0.260909	-0.027411	-0.00785163	-0.0505645
89	66216	0.26469	-0.027411	-0.00568129	-0.0505645
90	66960	0.264296	-0.027411	-0.00890391	-0.0505645
91	67704	0.257324	-0.027411	-0.00564841	-0.0505645
92	68448	0.269952	-0.027411	-0.0144284	-0.0505645
93	69192	0.249432	-0.027411	-0.00143927	-0.0505645
94	69936	0.238909	-0.027411	-0.00577994	-0.0505645
95	70680	0.251175	-0.027411	-0.0095287	-0.0505645
96	71424	0.251668	-0.027411	-0.010285	-0.0505645
97	72168	0.249991	-0.027411	-0.00929852	-0.0505645
98	72912	0.256995	-0.027411	-0.00939717	-0.0505645
99	73656	0.276463	-0.027411	-0.00604301	-0.0505645
100	74400	0.28156	-0.027411	-0.0074899	-0.0505645
101	75144	0.271168	-0.027411	-0.0129486	-0.0505645
102	75888	0.275213	-0.027411	-0.0117648	-0.0505645
103	76632	0.266334	-0.027411	0.00339466	-0.0505645
104	77376	0.278633	-0.027411	-0.00436594	-0.0505645
105	78120	0.279488	-0.027411	0.00125721	-0.0505645
106	78864	0.276759	-0.027411	-0.00318212	-0.0505645
107	79608	0.284815	-0.027411	0.000204924	-0.0505645
108	80352	0.304809	-0.027411	-0.00601013	-0.0505645
109	81096	0.267222	-0.027411	-0.0100877	-0.0505645
110	81840	0.286295	-0.027411	-0.0105481	-0.0505645
111	82584	0.284782	-0.027411	-0.00380691	-0.0505645
112	83328	0.256864	-0.027411	-0.00499073	-0.0505645
113	84072	0.263868	-0.027411	-0.00479343	-0.0505645
114	84816	0.288564	-0.027411	-0.00288616	-0.0505645
115	85560	0.278567	-0.027411	0.00303294	-0.0505645
116	86304	0.265677	-0.027411	-0.0131459	-0.0505645
117	87048	0.270215	-0.027411	-0.00334654	-0.0505645
118	87792	0.273043	-0.027411	-0.00959447	-0.0505645
119	88536	0.281001	-0.027411	-0.00630608	-0.0505645
120	89280	0.254036	-0.027411	-0.0042344	-0.0505645
121	90024	0.244631	-0.027411	-0.00291904	-0.0505645
122	90768	0.260021	-0.027411	-0.00554975	-0.0505645
123	91512	0.262915	-0.027411	-0.00969312	-0.0505645
124	92256	0.25716	-0.027411	-0.00176811	-0.0505645
125	93000	0.277088	-0.027411	-0.0104823	-0.0505645
126	93744	0.259823	-0.027411	-0.00502361	-0.0505645
127	94488	0.255812	-0.027411	-0.00693088	-0.0505645
128	95232	0.249005	-0.027411	-0.0104823	-0.0505645
129	95976	0.264296	-0.027411	-0.00775297	-0.0505645
130	96720	0.303329	-0.027411	-0.00702953	-0.0505645
131	97464	0.272056	-0.027411	-0.00176811	-0.0505645
132	98208	0.257883	-0.027411	-0.000354102	-0.0505645
133	98952	0.270149	-0.027411	-0.00489208	-0.0505645
134	99696	0.288268	-0.027411	-0.00732548	-0.0505645
135	100440	0.270116	-0.027411	-0.00416863	-0.0505645
136	101184	0.287413	-0.027411	-0.010022	-0.0505645
137	101928	0.285276	-0.027411	-0.00262309	-0.0505645
138	102672	0.293102	-0.027411	-0.0044317	-0.0505645
139	103416	0.265052	-0.027411	-0.00101178	-0.0505645
140	104160	0.269458	-0.027411	-0.00512226	-0.0505645
141	104904	0.261007	-0.027411	-0.00752279	-0.0505645
142	105648	0.265216	-0.027411	-0.00472766	-0.0505645
143	106392	0.286098	-0.027411	-0.00679934	-0.0505645
144	107136	0.282217	-0.027411	-0.0103837	-0.0505645
145	107880	0.28304	-0.027411	-0.0105152	-0.0505645
146	108624	0.277778	-0.027411	0.000336459	-0.0505645
147	109368	0.285276	-0.027411	0.000566646	-0.0505645
148	110112	0.273076	-0.027411	-0.00558264	-0.0505645
149	110856	0.263276	-0.027411	-0.0127184	-0.0505645
150	111600	0.270149	-0.027411	-0.0139023	-0.0505645
151	111042	0.2737	-0.027411	-0.00808181	-0.0505645
152	110298	0.275476	-0.027411	-0.011699	-0.0505645
153	109554	0.267354	-0.027411	-0.0120608	-0.0505645
154	108810	0.248742	-0.027411	-0.00798316	-0.0505645
155	108066	0.263835	-0.027411	-0.00772009	-0.0505645
156	107322	0.267354	-0.027411	-0.00841065	-0.0505645
157	106578	0.261961	-0.027411	-0.00742414	-0.0505645
158	105834	0.259495	-0.027411	-0.0115017	-0.0505645
