# Date	2015-11-28-17:50
# Type	Delay Scan
# Ov	100 mV
# IR	-100 mV
# Bot	0 mV
# DL-Pro	365857.6 GHz
# DL-100	365841.6 GHz
# MW	On
# mwf	15933.0 MHz
# Attn	35 dB
i	step	norm	norm bkgnd	signal	signal bkgnd
0	79800	0.222303	0.0064134	0.0561075	-0.0129486	
1	79600	0.222566	0.0064134	0.0577188	-0.0129486	
2	79400	0.223618	0.0064134	0.0635722	-0.0129486	
3	79200	0.223191	0.0064134	0.0712999	-0.0129486	
4	79000	0.246242	0.0064134	0.0606455	-0.0129486	
5	78800	0.233056	0.0064134	0.0701489	-0.0129486	
6	78600	0.239304	0.0064134	0.0694584	-0.0129486	
7	78400	0.232135	0.0064134	0.0671894	-0.0129486	
8	78200	0.240849	0.0064134	0.0679786	-0.0129486	
9	78000	0.240849	0.0064134	0.0650848	-0.0129486	
10	77800	0.233089	0.0064134	0.0550552	-0.0129486	
11	77600	0.222369	0.0064134	0.0725823	-0.0129486	
12	77400	0.238613	0.0064134	0.0687349	-0.0129486	
13	77200	0.246703	0.0064134	0.0619937	-0.0129486	
14	77000	0.242592	0.0064134	0.0798826	-0.0129486	
15	76800	0.227038	0.0064134	0.0682746	-0.0129486	
16	76600	0.240488	0.0064134	0.0730427	-0.0129486	
17	76400	0.243283	0.0064134	0.0705764	-0.0129486	
18	76200	0.248248	0.0064134	0.0629145	-0.0129486	
19	76000	0.230031	0.0064134	0.0741279	-0.0129486	
20	75800	0.238219	0.0064134	0.0716616	-0.0129486	
21	75600	0.221185	0.0064134	0.0730098	-0.0129486	
22	75400	0.226972	0.0064134	0.0691295	-0.0129486	
23	75200	0.256469	0.0064134	0.0612045	-0.0129486	
24	75000	0.250221	0.0064134	0.0718589	-0.0129486	
25	74800	0.23687	0.0064134	0.0705764	-0.0129486	
26	74600	0.244204	0.0064134	0.0694584	-0.0129486	
27	74400	0.264131	0.0064134	0.0662686	-0.0129486	
28	74200	0.244467	0.0064134	0.074391	-0.0129486	
29	74000	0.253247	0.0064134	0.0642956	-0.0129486	
30	73800	0.248873	0.0064134	0.071826	-0.0129486	
31	73600	0.239698	0.0064134	0.0691624	-0.0129486	
32	73400	0.233714	0.0064134	0.0623883	-0.0129486	
33	73200	0.247623	0.0064134	0.0620266	-0.0129486	
34	73000	0.245387	0.0064134	0.0651506	-0.0129486	
35	72800	0.22615	0.0064134	0.0670907	-0.0129486	
36	72600	0.263506	0.0064134	0.063901	-0.0129486	
37	72400	0.237101	0.0064134	0.0691624	-0.0129486	
38	72200	0.237265	0.0064134	0.0776465	-0.0129486	
39	72000	0.232102	0.0064134	0.0799155	-0.0129486	
40	71800	0.238021	0.0064134	0.0746869	-0.0129486	
41	71600	0.231642	0.0064134	0.0712012	-0.0129486	
42	71400	0.246505	0.0064134	0.0610072	-0.0129486	
43	71200	0.217633	0.0064134	0.0715629	-0.0129486	
44	71000	0.237594	0.0064134	0.0622568	-0.0129486	
45	70800	0.228222	0.0064134	0.0711026	-0.0129486	
46	70600	0.227137	0.0064134	0.063605	-0.0129486	
47	70400	0.262717	0.0064134	0.0737991	-0.0129486	
48	70200	0.232957	0.0064134	0.0529836	-0.0129486	
49	70000	0.243118	0.0064134	0.0764298	-0.0129486	
50	69800	0.253148	0.0064134	0.0610072	-0.0129486	
51	69600	0.231149	0.0064134	0.0680115	-0.0129486	
52	69400	0.246341	0.0064134	0.0622239	-0.0129486	
53	69200	0.235358	0.0064134	0.06446	-0.0129486	
54	69000	0.231905	0.0064134	0.0592315	-0.0129486	
55	68800	0.230688	0.0064134	0.061073	-0.0129486	
56	68600	0.232497	0.0064134	0.0643285	-0.0129486	
57	68400	0.21885	0.0064134	0.0659727	-0.0129486	
58	68200	0.235456	0.0064134	0.0686363	-0.0129486	
59	68000	0.239271	0.0064134	0.0628816	-0.0129486	
60	67800	0.230063	0.0064134	0.0722206	-0.0129486	
61	67600	0.244401	0.0064134	0.0634077	-0.0129486	
62	67400	0.23789	0.0064134	0.0682088	-0.0129486	
63	67200	0.222336	0.0064134	0.0670907	-0.0129486	
64	67000	0.219376	0.0064134	0.0592315	-0.0129486	
