# Date	2015-11-28-19:10
# Type	Delay Scan
# Ov	98 mV
# IR	-98 mV
# Bot	40 mV
# DL-Pro	365857.6 GHz
# DL-100	365841.6 GHz
# MW	On
# mwf	15932.6 MHz
# Attn	35 dB
i	step	norm	norm bkgnd	signal	signal bkgnd
0	200	0.212306	0.00464096	0.0490704	-0.0144481	
1	400	0.217863	0.00464096	0.0485771	-0.0144481	
2	600	0.217008	0.00464096	0.055976	-0.0144481	
3	800	0.214805	0.00464096	0.059659	-0.0144481	
4	1000	0.219212	0.00464096	0.0501227	-0.0144481	
5	1200	0.223881	0.00464096	0.050879	-0.0144481	
6	1400	0.244532	0.00464096	0.0554827	-0.0144481	
7	1600	0.216581	0.00464096	0.0511749	-0.0144481	
8	1800	0.202704	0.00464096	0.0638024	-0.0144481	
9	2000	0.203066	0.00464096	0.0581792	-0.0144481	
10	2200	0.224769	0.00464096	0.0487415	-0.0144481	
11	2400	0.203559	0.00464096	0.049728	-0.0144481	
12	2600	0.206387	0.00464096	0.0546277	-0.0144481	
13	2800	0.218949	0.00464096	0.0498925	-0.0144481	
14	3000	0.207308	0.00464096	0.045782	-0.0144481	
15	3200	0.208163	0.00464096	0.0502871	-0.0144481	
16	3400	0.205828	0.00464096	0.056535	-0.0144481	
17	3600	0.204184	0.00464096	0.0561075	-0.0144481	
18	3800	0.221579	0.00464096	0.0484127	-0.0144481	
19	4000	0.230918	0.00464096	0.0621253	-0.0144481	
20	4200	0.200106	0.00464096	0.0575215	-0.0144481	
21	4400	0.225558	0.00464096	0.0507803	-0.0144481	
22	4600	0.228419	0.00464096	0.0551539	-0.0144481	
23	4800	0.247525	0.00464096	0.0538714	-0.0144481	
24	5000	0.20619	0.00464096	0.0509119	-0.0144481	
25	5200	0.225361	0.00464096	0.0543647	-0.0144481	
26	5400	0.223585	0.00464096	0.0569954	-0.0144481	
27	5600	0.237002	0.00464096	0.0485113	-0.0144481	
28	5800	0.239633	0.00464096	0.0595932	-0.0144481	
29	6000	0.228978	0.00464096	0.0547922	-0.0144481	
30	6200	0.207702	0.00464096	0.0560089	-0.0144481	
31	6400	0.237693	0.00464096	0.0495965	-0.0144481	
32	6600	0.214016	0.00464096	0.0517011	-0.0144481	
33	6800	0.226479	0.00464096	0.0504515	-0.0144481	
34	7000	0.201717	0.00464096	0.0574886	-0.0144481	
35	7200	0.230984	0.00464096	0.0541674	-0.0144481	
36	7400	0.230261	0.00464096	0.0559431	-0.0144481	
37	7600	0.23687	0.00464096	0.0544962	-0.0144481	
38	7800	0.227071	0.00464096	0.0572256	-0.0144481	
39	8000	0.251504	0.00464096	0.0561075	-0.0144481	
40	8200	0.223224	0.00464096	0.0503528	-0.0144481	
41	8400	0.240981	0.00464096	0.0518984	-0.0144481	
42	8600	0.23299	0.00464096	0.0445324	-0.0144481	
43	8800	0.224802	0.00464096	0.0501555	-0.0144481	
44	9000	0.221119	0.00464096	0.0461437	-0.0144481	
45	9200	0.238811	0.00464096	0.055976	-0.0144481	
46	9400	0.239468	0.00464096	0.0495636	-0.0144481	
47	9600	0.234996	0.00464096	0.046637	-0.0144481	
48	9800	0.240455	0.00464096	0.0529507	-0.0144481	
49	10000	0.241178	0.00464096	0.0490046	-0.0144481	
50	10200	0.238449	0.00464096	0.0571269	-0.0144481	
51	10400	0.243809	0.00464096	0.0502542	-0.0144481	
52	10600	0.233187	0.00464096	0.0504515	-0.0144481	
53	10800	0.24029	0.00464096	0.0503528	-0.0144481	
54	11000	0.21931	0.00464096	0.0556143	-0.0144481	
55	11200	0.222369	0.00464096	0.0557787	-0.0144481	
56	11400	0.215759	0.00464096	0.0528191	-0.0144481	
57	11600	0.237923	0.00464096	0.0541345	-0.0144481	
58	11800	0.218521	0.00464096	0.0491033	-0.0144481	
59	12000	0.229044	0.00464096	0.0550552	-0.0144481	
60	12200	0.233878	0.00464096	0.0519313	-0.0144481	
61	12400	0.247591	0.00464096	0.0476235	-0.0144481	
62	12600	0.23082	0.00464096	0.0530493	-0.0144481	
63	12800	0.227038	0.00464096	0.0511421	-0.0144481	
64	13000	0.245124	0.00464096	0.0546935	-0.0144481	
65	13200	0.23516	0.00464096	0.054003	-0.0144481	
66	13400	0.224342	0.00464096	0.0563706	-0.0144481	
67	13600	0.215035	0.00464096	0.0524245	-0.0144481	
68	13800	0.224177	0.00464096	0.0525889	-0.0144481	
69	14000	0.222533	0.00464096	0.0472946	-0.0144481	
70	14200	0.228452	0.00464096	0.0528191	-0.0144481	
71	14400	0.227926	0.00464096	0.0511092	-0.0144481	
72	14600	0.230688	0.00464096	0.0481167	-0.0144481	
73	14800	0.224243	0.00464096	0.0482154	-0.0144481	
74	15000	0.228978	0.00464096	0.0498267	-0.0144481	
75	15200	0.227334	0.00464096	0.0445982	-0.0144481	
76	15400	0.221185	0.00464096	0.0444337	-0.0144481	
77	15600	0.232365	0.00464096	0.0528191	-0.0144481	
78	15800	0.235062	0.00464096	0.0600536	-0.0144481	
79	16000	0.22102	0.00464096	0.0465054	-0.0144481	
80	16200	0.218258	0.00464096	0.0441049	-0.0144481	
81	16400	0.229866	0.00464096	0.0525561	-0.0144481	
82	16600	0.237364	0.00464096	0.0433815	-0.0144481	
83	16800	0.220889	0.00464096	0.0527534	-0.0144481	
84	17000	0.220593	0.00464096	0.0616649	-0.0144481	
85	17200	0.226413	0.00464096	0.0568639	-0.0144481	
86	17400	0.227301	0.00464096	0.0510434	-0.0144481	
87	17600	0.216877	0.00464096	0.0510105	-0.0144481	
88	17800	0.219245	0.00464096	0.053707	-0.0144481	
89	18000	0.221875	0.00464096	0.0593959	-0.0144481	
90	18200	0.229077	0.00464096	0.0600536	-0.0144481	
91	18400	0.222928	0.00464096	0.0493006	-0.0144481	
92	18600	0.235522	0.00464096	0.0482483	-0.0144481	
93	18800	0.230688	0.00464096	0.0525232	-0.0144481	
94	19000	0.239205	0.00464096	0.0492677	-0.0144481	
95	19200	0.247854	0.00464096	0.051997	-0.0144481	
96	19400	0.238219	0.00464096	0.0603167	-0.0144481	
97	19600	0.227367	0.00464096	0.0571598	-0.0144481	
98	19800	0.227301	0.00464096	0.0480181	-0.0144481	
99	20000	0.219014	0.00464096	0.0540358	-0.0144481	
100	20200	0.238054	0.00464096	0.0558444	-0.0144481	
101	20400	0.230524	0.00464096	0.0574886	-0.0144481	
102	20600	0.225723	0.00464096	0.0547922	-0.0144481	
103	20800	0.247064	0.00464096	0.0469987	-0.0144481	
104	21000	0.235456	0.00464096	0.0571598	-0.0144481	
105	21200	0.223618	0.00464096	0.0440391	-0.0144481	
106	21400	0.211484	0.00464096	0.0563048	-0.0144481	
107	21600	0.230129	0.00464096	0.0560418	-0.0144481	
108	21800	0.231708	0.00464096	0.0493663	-0.0144481	
109	22000	0.227926	0.00464096	0.0499582	-0.0144481	
110	22200	0.242461	0.00464096	0.0508132	-0.0144481	
111	22400	0.209807	0.00464096	0.0600536	-0.0144481	
112	22600	0.222533	0.00464096	0.0527205	-0.0144481	
113	22800	0.2274	0.00464096	0.0532795	-0.0144481	
114	23000	0.200698	0.00464096	0.0600207	-0.0144481	
115	23200	0.222237	0.00464096	0.0523588	-0.0144481	
116	23400	0.227498	0.00464096	0.0528849	-0.0144481	
117	23600	0.242559	0.00464096	0.0546277	-0.0144481	
118	23800	0.241737	0.00464096	0.0490704	-0.0144481	
119	24000	0.234897	0.00464096	0.0548908	-0.0144481	
120	24200	0.224868	0.00464096	0.0465712	-0.0144481	
121	24400	0.204414	0.00464096	0.0467685	-0.0144481	
122	24600	0.207439	0.00464096	0.042954	-0.0144481	
123	24800	0.221382	0.00464096	0.046637	-0.0144481	
124	25000	0.213227	0.00464096	0.0518984	-0.0144481	
125	25200	0.201487	0.00464096	0.0594617	-0.0144481	
126	25400	0.217173	0.00464096	0.0445653	-0.0144481	
127	25600	0.199909	0.00464096	0.0580148	-0.0144481	
128	25800	0.217074	0.00464096	0.0458477	-0.0144481	
129	26000	0.233483	0.00464096	0.0504186	-0.0144481	
130	26200	0.222369	0.00464096	0.0539043	-0.0144481	
131	26400	0.218028	0.00464096	0.0571598	-0.0144481	
132	26600	0.227203	0.00464096	0.0552197	-0.0144481	
133	26800	0.21908	0.00464096	0.0586725	-0.0144481	
134	27000	0.210629	0.00464096	0.0516024	-0.0144481	
135	27200	0.220955	0.00464096	0.0626843	-0.0144481	
136	27400	0.217074	0.00464096	0.0623226	-0.0144481	
137	27600	0.23345	0.00464096	0.0608428	-0.0144481	
138	27800	0.241277	0.00464096	0.061073	-0.0144481	
139	28000	0.225065	0.00464096	0.0566994	-0.0144481	
140	28200	0.267387	0.00464096	0.0648218	-0.0144481	
141	28400	0.224506	0.00464096	0.0635064	-0.0144481	
142	28600	0.21349	0.00464096	0.0666632	-0.0144481	
143	28800	0.201849	0.00464096	0.0589027	-0.0144481	
144	29000	0.226413	0.00464096	0.0534768	-0.0144481	
145	29200	0.218192	0.00464096	0.0628487	-0.0144481	
146	29400	0.222829	0.00464096	0.0603495	-0.0144481	
147	29600	0.214082	0.00464096	0.0560746	-0.0144481	
148	29800	0.235095	0.00464096	0.0708066	-0.0144481	
149	30000	0.242362	0.00464096	0.0649204	-0.0144481	
150	30200	0.226348	0.00464096	0.067584	-0.0144481	
151	30400	0.233977	0.00464096	0.0586725	-0.0144481	
152	30600	0.234601	0.00464096	0.0574886	-0.0144481	
153	30800	0.220889	0.00464096	0.061632	-0.0144481	
154	31000	0.233648	0.00464096	0.0633091	-0.0144481	
155	31200	0.235983	0.00464096	0.0428224	-0.0144481	
156	31400	0.224243	0.00464096	0.0635722	-0.0144481	
157	31600	0.232497	0.00464096	0.0589355	-0.0144481	
158	31800	0.224473	0.00464096	0.0713656	-0.0144481	
159	32000	0.218949	0.00464096	0.0642956	-0.0144481	
160	32200	0.236903	0.00464096	0.0634406	-0.0144481	
161	32400	0.230918	0.00464096	0.0520628	-0.0144481	
162	32600	0.218455	0.00464096	0.0539701	-0.0144481	
163	32800	0.228551	0.00464096	0.0552525	-0.0144481	
164	33000	0.219047	0.00464096	0.0685376	-0.0144481	
165	33200	0.22717	0.00464096	0.065874	-0.0144481	
166	33400	0.206913	0.00464096	0.0502542	-0.0144481	
167	33600	0.217896	0.00464096	0.0635393	-0.0144481	
168	33800	0.215397	0.00464096	0.0558444	-0.0144481	
169	34000	0.21372	0.00464096	0.0549237	-0.0144481	
170	34200	0.22638	0.00464096	0.0639997	-0.0144481	
171	34400	0.222895	0.00464096	0.0571598	-0.0144481	
172	34600	0.223026	0.00464096	0.0678471	-0.0144481	
173	34800	0.228649	0.00464096	0.0584423	-0.0144481	
174	35000	0.230162	0.00464096	0.0520628	-0.0144481	
175	35200	0.227564	0.00464096	0.0574886	-0.0144481	
176	35400	0.223191	0.00464096	0.0599878	-0.0144481	
177	35600	0.213983	0.00464096	0.0641641	-0.0144481	
178	35800	0.220593	0.00464096	0.0553183	-0.0144481	
179	36000	0.204809	0.00464096	0.0499582	-0.0144481	
180	36200	0.219014	0.00464096	0.0540358	-0.0144481	
181	36400	0.211287	0.00464096	0.0633749	-0.0144481	
182	36600	0.219705	0.00464096	0.0620924	-0.0144481	
183	36800	0.217699	0.00464096	0.0548908	-0.0144481	
184	37000	0.219475	0.00464096	0.0586067	-0.0144481	
185	37200	0.225953	0.00464096	0.0548908	-0.0144481	
186	37400	0.231149	0.00464096	0.0604811	-0.0144481	
187	37600	0.2152	0.00464096	0.0555485	-0.0144481	
188	37800	0.209051	0.00464096	0.0564692	-0.0144481	
189	38000	0.2201	0.00464096	0.0496294	-0.0144481	
190	38200	0.208853	0.00464096	0.0536741	-0.0144481	
191	38400	0.215134	0.00464096	0.0616978	-0.0144481	
192	38600	0.201586	0.00464096	0.0564692	-0.0144481	
193	38800	0.212273	0.00464096	0.0562391	-0.0144481	
194	39000	0.227466	0.00464096	0.0577846	-0.0144481	
195	39200	0.220132	0.00464096	0.0577846	-0.0144481	
196	39400	0.207669	0.00464096	0.0621253	-0.0144481	
197	39600	0.230261	0.00464096	0.0580148	-0.0144481	
198	39800	0.22375	0.00464096	0.056831	-0.0144481	
199	40000	0.236246	0.00464096	0.0557129	-0.0144481	
200	40200	0.22888	0.00464096	0.0455518	-0.0144481	
201	40400	0.228419	0.00464096	0.0613032	-0.0144481	
202	40600	0.213293	0.00464096	0.0604811	-0.0144481	
203	40800	0.227038	0.00464096	0.0503857	-0.0144481	
204	41000	0.219771	0.00464096	0.0618951	-0.0144481	
205	41200	0.224934	0.00464096	0.0502542	-0.0144481	
206	41400	0.216088	0.00464096	0.0493663	-0.0144481	
207	41600	0.21839	0.00464096	0.0533124	-0.0144481	
208	41800	0.22569	0.00464096	0.0572256	-0.0144481	
209	42000	0.223848	0.00464096	0.057949	-0.0144481	
210	42200	0.223421	0.00464096	0.0506488	-0.0144481	
211	42400	0.215266	0.00464096	0.0501884	-0.0144481	
212	42600	0.204217	0.00464096	0.0514709	-0.0144481	
213	42800	0.213128	0.00464096	0.0521615	-0.0144481	
214	43000	0.229011	0.00464096	0.0501227	-0.0144481	
215	43200	0.231576	0.00464096	0.053411	-0.0144481	
216	43400	0.2323	0.00464096	0.0547264	-0.0144481	
217	43600	0.215068	0.00464096	0.0564364	-0.0144481	
218	43800	0.224966	0.00464096	0.0519642	-0.0144481	
219	44000	0.212997	0.00464096	0.0521943	-0.0144481	
220	44200	0.235917	0.00464096	0.0471631	-0.0144481	
221	44400	0.228288	0.00464096	0.0537728	-0.0144481	
222	44600	0.210169	0.00464096	0.041244	-0.0144481	
223	44800	0.207341	0.00464096	0.0469987	-0.0144481	
224	45000	0.219245	0.00464096	0.0485442	-0.0144481	
225	45200	0.23082	0.00464096	0.0557129	-0.0144481	
226	45400	0.220363	0.00464096	0.0526218	-0.0144481	
227	45600	0.223914	0.00464096	0.0517668	-0.0144481	
228	45800	0.227334	0.00464096	0.0540687	-0.0144481	
229	46000	0.210563	0.00464096	0.0534439	-0.0144481	
230	46200	0.240652	0.00464096	0.0584423	-0.0144481	
231	46400	0.224605	0.00464096	0.0513065	-0.0144481	
232	46600	0.227498	0.00464096	0.0470316	-0.0144481	
233	46800	0.222928	0.00464096	0.0509776	-0.0144481	
234	47000	0.212701	0.00464096	0.0518984	-0.0144481	
235	47200	0.235062	0.00464096	0.0404877	-0.0144481	
236	47400	0.216647	0.00464096	0.0501884	-0.0144481	
237	47600	0.216351	0.00464096	0.0543976	-0.0144481	
238	47800	0.208952	0.00464096	0.0590013	-0.0144481	
239	48000	0.231247	0.00464096	0.0562719	-0.0144481	
240	48200	0.230688	0.00464096	0.0522272	-0.0144481	
241	48400	0.230721	0.00464096	0.0486429	-0.0144481	
242	48600	0.226742	0.00464096	0.0544304	-0.0144481	
243	48800	0.223651	0.00464096	0.0508132	-0.0144481	
244	49000	0.228551	0.00464096	0.0499254	-0.0144481	
245	49200	0.235983	0.00464096	0.0469987	-0.0144481	
246	49400	0.218423	0.00464096	0.0470973	-0.0144481	
247	49600	0.213917	0.00464096	0.0577188	-0.0144481	
248	49800	0.237923	0.00464096	0.0575544	-0.0144481	
249	50000	0.22638	0.00464096	0.045782	-0.0144481	
250	50200	0.229307	0.00464096	0.0498267	-0.0144481	
251	50400	0.231971	0.00464096	0.0501227	-0.0144481	
252	50600	0.23128	0.00464096	0.0573242	-0.0144481	
253	50800	0.232036	0.00464096	0.0501884	-0.0144481	
254	51000	0.230951	0.00464096	0.0527205	-0.0144481	
255	51200	0.216252	0.00464096	0.0504844	-0.0144481	
256	51400	0.217206	0.00464096	0.0502542	-0.0144481	
257	51600	0.212273	0.00464096	0.046341	-0.0144481	
258	51800	0.20984	0.00464096	0.0552854	-0.0144481	
259	52000	0.233352	0.00464096	0.0546277	-0.0144481	
260	52200	0.215496	0.00464096	0.0564035	-0.0144481	
261	52400	0.249235	0.00464096	0.0484127	-0.0144481	
262	52600	0.234996	0.00464096	0.0518326	-0.0144481	
263	52800	0.225032	0.00464096	0.0580806	-0.0144481	
264	53000	0.233516	0.00464096	0.0488073	-0.0144481	
265	53200	0.231445	0.00464096	0.0539372	-0.0144481	
266	53400	0.212569	0.00464096	0.0401588	-0.0144481	
267	53600	0.219376	0.00464096	0.045223	-0.0144481	
268	53800	0.213621	0.00464096	0.0475906	-0.0144481	
269	54000	0.221448	0.00464096	0.0475577	-0.0144481	
270	54200	0.200534	0.00464096	0.0479194	-0.0144481	
271	54400	0.215266	0.00464096	0.0394025	-0.0144481	
272	54600	0.224276	0.00464096	0.0567323	-0.0144481	
273	54800	0.232628	0.00464096	0.054266	-0.0144481	
274	55000	0.232793	0.00464096	0.0506817	-0.0144481	
275	55200	0.219771	0.00464096	0.0502542	-0.0144481	
276	55400	0.224572	0.00464096	0.0536412	-0.0144481	
277	55600	0.225953	0.00464096	0.0533453	-0.0144481	
278	55800	0.22911	0.00464096	0.0497609	-0.0144481	
279	56000	0.208426	0.00464096	0.0532137	-0.0144481	
280	56200	0.220198	0.00464096	0.0563377	-0.0144481	
281	56400	0.213589	0.00464096	0.0484785	-0.0144481	
282	56600	0.233549	0.00464096	0.0582121	-0.0144481	
283	56800	0.227466	0.00464096	0.0460779	-0.0144481	
284	57000	0.212142	0.00464096	0.0554827	-0.0144481	
285	57200	0.224539	0.00464096	0.0532137	-0.0144481	
286	57400	0.219705	0.00464096	0.0542331	-0.0144481	
287	57600	0.223026	0.00464096	0.050879	-0.0144481	
288	57800	0.222829	0.00464096	0.0448283	-0.0144481	
289	58000	0.233155	0.00464096	0.0535426	-0.0144481	
290	58200	0.226019	0.00464096	0.0474591	-0.0144481	
291	58400	0.237495	0.00464096	0.0515695	-0.0144481	
292	58600	0.214937	0.00464096	0.0550881	-0.0144481	
293	58800	0.226117	0.00464096	0.0584752	-0.0144481	
294	59000	0.21053	0.00464096	0.0509776	-0.0144481	
295	59200	0.222829	0.00464096	0.051734	-0.0144481	
296	59400	0.215299	0.00464096	0.0530164	-0.0144481	
297	59600	0.220889	0.00464096	0.0622568	-0.0144481	
298	59800	0.231708	0.00464096	0.0547922	-0.0144481	
299	60000	0.218686	0.00464096	0.0502542	-0.0144481	
300	60200	0.210892	0.00464096	0.0554827	-0.0144481	
301	60400	0.209511	0.00464096	0.0602838	-0.0144481	
302	60600	0.224835	0.00464096	0.0549237	-0.0144481	
303	60800	0.214246	0.00464096	0.0522601	-0.0144481	
304	61000	0.222401	0.00464096	0.0535755	-0.0144481	
305	61200	0.214378	0.00464096	0.0484785	-0.0144481	
306	61400	0.210136	0.00464096	0.0510763	-0.0144481	
307	61600	0.223487	0.00464096	0.0524574	-0.0144481	
308	61800	0.240521	0.00464096	0.0461437	-0.0144481	
309	62000	0.212701	0.00464096	0.0614018	-0.0144481	
310	62200	0.215858	0.00464096	0.0523916	-0.0144481	
311	62400	0.226446	0.00464096	0.0590342	-0.0144481	
312	62600	0.216121	0.00464096	0.0493992	-0.0144481	
313	62800	0.226183	0.00464096	0.0526218	-0.0144481	
314	63000	0.21862	0.00464096	0.0584423	-0.0144481	
315	63200	0.208755	0.00464096	0.0500898	-0.0144481	
316	63400	0.211583	0.00464096	0.0538385	-0.0144481	
317	63600	0.218883	0.00464096	0.0525232	-0.0144481	
318	63800	0.214509	0.00464096	0.0520299	-0.0144481	
319	64000	0.229406	0.00464096	0.0545949	-0.0144481	
320	64200	0.209807	0.00464096	0.0507803	-0.0144481	
321	64400	0.230327	0.00464096	0.0590342	-0.0144481	
322	64600	0.226315	0.00464096	0.0539701	-0.0144481	
323	64800	0.227203	0.00464096	0.0524574	-0.0144481	
324	65000	0.218982	0.00464096	0.0628487	-0.0144481	
325	65200	0.231412	0.00464096	0.0584423	-0.0144481	
326	65400	0.232957	0.00464096	0.059659	-0.0144481	
