# Date	2015-11-28-18:10
# Type	Delay Scan
# Ov	100 mV
# IR	-100 mV
# Bot	-20 mV
# DL-Pro	365857.6 GHz
# DL-100	365841.6 GHz
# MW	On
# mwf	15932.6 MHz
# Attn	35 dB
i	step	norm	norm bkgnd	signal	signal bkgnd
0	200	0.246768	0.00198394	0.0630789	-0.0162995	
1	400	0.221678	0.00198394	0.0580477	-0.0162995	
2	600	0.24348	0.00198394	0.0696557	-0.0162995	
3	800	0.233944	0.00198394	0.0595603	-0.0162995	
4	1000	0.233516	0.00198394	0.0454203	-0.0162995	
5	1200	0.235917	0.00198394	0.0719247	-0.0162995	
6	1400	0.23253	0.00198394	0.0631776	-0.0162995	
7	1600	0.236903	0.00198394	0.0558116	-0.0162995	
8	1800	0.226709	0.00198394	0.0495965	-0.0162995	
9	2000	0.224999	0.00198394	0.0561075	-0.0162995	
10	2200	0.227729	0.00198394	0.0635722	-0.0162995	
11	2400	0.210761	0.00198394	0.0569625	-0.0162995	
12	2600	0.240422	0.00198394	0.0511421	-0.0162995	
13	2800	0.240849	0.00198394	0.0504186	-0.0162995	
14	3000	0.253345	0.00198394	0.0581134	-0.0162995	
15	3200	0.23059	0.00198394	0.0575215	-0.0162995	
16	3400	0.240192	0.00198394	0.0674525	-0.0162995	
17	3600	0.237265	0.00198394	0.0516024	-0.0162995	
18	3800	0.221481	0.00198394	0.0583107	-0.0162995	
19	4000	0.241277	0.00198394	0.0591657	-0.0162995	
20	4200	0.209018	0.00198394	0.0545949	-0.0162995	
21	4400	0.203427	0.00198394	0.0442693	-0.0162995	
22	4600	0.201257	0.00198394	0.0662358	-0.0162995	
23	4800	0.209314	0.00198394	0.0496294	-0.0162995	
24	5000	0.221579	0.00198394	0.0611059	-0.0162995	
25	5200	0.222303	0.00198394	0.0676169	-0.0162995	
26	5400	0.231247	0.00198394	0.0538385	-0.0162995	
27	5600	0.216252	0.00198394	0.0583107	-0.0162995	
28	5800	0.22352	0.00198394	0.049728	-0.0162995	
29	6000	0.22181	0.00198394	0.0529836	-0.0162995	
30	6200	0.214641	0.00198394	0.0563048	-0.0162995	
31	6400	0.215364	0.00198394	0.0515038	-0.0162995	
32	6600	0.219113	0.00198394	0.0424607	-0.0162995	
33	6800	0.197771	0.00198394	0.0503528	-0.0162995	
34	7000	0.215331	0.00198394	0.0470316	-0.0162995	
35	7200	0.206683	0.00198394	0.0521286	-0.0162995	
36	7400	0.211385	0.00198394	0.0479194	-0.0162995	
37	7600	0.217107	0.00198394	0.0517668	-0.0162995	
38	7800	0.208689	0.00198394	0.0569954	-0.0162995	
39	8000	0.224407	0.00198394	0.0563377	-0.0162995	
40	8200	0.240751	0.00198394	0.0516682	-0.0162995	
41	8400	0.227498	0.00198394	0.0574558	-0.0162995	
42	8600	0.229504	0.00198394	0.0572256	-0.0162995	
43	8800	0.230228	0.00198394	0.0637695	-0.0162995	
44	9000	0.220132	0.00198394	0.0577188	-0.0162995	
45	9200	0.218916	0.00198394	0.0595274	-0.0162995	
46	9400	0.210563	0.00198394	0.0650519	-0.0162995	
47	9600	0.242625	0.00198394	0.0583765	-0.0162995	
48	9800	0.227071	0.00198394	0.0545291	-0.0162995	
49	10000	0.227071	0.00198394	0.0610072	-0.0162995	
50	10200	0.213654	0.00198394	0.0612045	-0.0162995	
51	10400	0.230392	0.00198394	0.0546277	-0.0162995	
52	10600	0.243151	0.00198394	0.0694255	-0.0162995	
53	10800	0.235785	0.00198394	0.0595932	-0.0162995	
54	11000	0.212372	0.00198394	0.0570283	-0.0162995	
55	11200	0.223848	0.00198394	0.0572256	-0.0162995	
56	11400	0.226545	0.00198394	0.0518984	-0.0162995	
57	11600	0.235884	0.00198394	0.062487	-0.0162995	
58	11800	0.230195	0.00198394	0.062487	-0.0162995	
59	12000	0.223815	0.00198394	0.0627501	-0.0162995	
60	12200	0.234667	0.00198394	0.0558444	-0.0162995	
61	12400	0.229899	0.00198394	0.0624212	-0.0162995	
62	12600	0.230951	0.00198394	0.0608428	-0.0162995	
63	12800	0.226512	0.00198394	0.053707	-0.0162995	
64	13000	0.232069	0.00198394	0.0597247	-0.0162995	
65	13200	0.212569	0.00198394	0.0591328	-0.0162995	
66	13400	0.228748	0.00198394	0.0500569	-0.0162995	
67	13600	0.208327	0.00198394	0.0527205	-0.0162995	
68	13800	0.236114	0.00198394	0.0536741	-0.0162995	
69	14000	0.216022	0.00198394	0.0572256	-0.0162995	
70	14200	0.216318	0.00198394	0.0693597	-0.0162995	
71	14400	0.209412	0.00198394	0.0612374	-0.0162995	
72	14600	0.221645	0.00198394	0.06617	-0.0162995	
73	14800	0.236509	0.00198394	0.0641641	-0.0162995	
74	15000	0.217206	0.00198394	0.0645587	-0.0162995	
75	15200	0.236377	0.00198394	0.0604482	-0.0162995	
76	15400	0.219146	0.00198394	0.0465054	-0.0162995	
77	15600	0.219179	0.00198394	0.054266	-0.0162995	
78	15800	0.219047	0.00198394	0.0640983	-0.0162995	
79	16000	0.231971	0.00198394	0.0563377	-0.0162995	
80	16200	0.218521	0.00198394	0.0573242	-0.0162995	
81	16400	0.218686	0.00198394	0.0648546	-0.0162995	
82	16600	0.219113	0.00198394	0.0556471	-0.0162995	
83	16800	0.244434	0.00198394	0.0584094	-0.0162995	
84	17000	0.230129	0.00198394	0.0541674	-0.0162995	
85	17200	0.215693	0.00198394	0.0651835	-0.0162995	
86	17400	0.209873	0.00198394	0.0505173	-0.0162995	
87	17600	0.223684	0.00198394	0.0584094	-0.0162995	
88	17800	0.225525	0.00198394	0.0612045	-0.0162995	
89	18000	0.205828	0.00198394	0.0483469	-0.0162995	
90	18200	0.22398	0.00198394	0.0548579	-0.0162995	
91	18400	0.235818	0.00198394	0.0565679	-0.0162995	
92	18600	0.224835	0.00198394	0.067288	-0.0162995	
93	18800	0.224506	0.00198394	0.0617964	-0.0162995	
94	19000	0.231806	0.00198394	0.0631118	-0.0162995	
95	19200	0.233549	0.00198394	0.0684061	-0.0162995	
96	19400	0.21839	0.00198394	0.0646902	-0.0162995	
97	19600	0.225328	0.00198394	0.0562062	-0.0162995	
98	19800	0.223618	0.00198394	0.0572585	-0.0162995	
99	20000	0.222796	0.00198394	0.0569625	-0.0162995	
100	20200	0.216055	0.00198394	0.0649533	-0.0162995	
101	20400	0.228945	0.00198394	0.0597905	-0.0162995	
102	20600	0.238547	0.00198394	0.0558444	-0.0162995	
103	20800	0.240356	0.00198394	0.0567652	-0.0162995	
104	21000	0.237265	0.00198394	0.0544304	-0.0162995	
105	21200	0.21931	0.00198394	0.0628816	-0.0162995	
106	21400	0.238449	0.00198394	0.0586396	-0.0162995	
107	21600	0.233714	0.00198394	0.0616978	-0.0162995	
108	21800	0.229011	0.00198394	0.0607113	-0.0162995	
109	22000	0.231412	0.00198394	0.054003	-0.0162995	
110	22200	0.231872	0.00198394	0.0566337	-0.0162995	
111	22400	0.227235	0.00198394	0.0573571	-0.0162995	
112	22600	0.231543	0.00198394	0.0574558	-0.0162995	
113	22800	0.225427	0.00198394	0.0642956	-0.0162995	
114	23000	0.233023	0.00198394	0.0529836	-0.0162995	
115	23200	0.229077	0.00198394	0.0651835	-0.0162995	
116	23400	0.23937	0.00198394	0.0648875	-0.0162995	
117	23600	0.255351	0.00198394	0.0683732	-0.0162995	
118	23800	0.224966	0.00198394	0.0621582	-0.0162995	
119	24000	0.235193	0.00198394	0.0536412	-0.0162995	
120	24200	0.25374	0.00198394	0.0584423	-0.0162995	
121	24400	0.259067	0.00198394	0.0622897	-0.0162995	
122	24600	0.235029	0.00198394	0.0599878	-0.0162995	
123	24800	0.223947	0.00198394	0.0614676	-0.0162995	
124	25000	0.218718	0.00198394	0.0684061	-0.0162995	
125	25200	0.219968	0.00198394	0.0518655	-0.0162995	
126	25400	0.23105	0.00198394	0.0715958	-0.0162995	
127	25600	0.223125	0.00198394	0.0673209	-0.0162995	
128	25800	0.226775	0.00198394	0.0563377	-0.0162995	
129	26000	0.224013	0.00198394	0.0644271	-0.0162995	
130	26200	0.238449	0.00198394	0.065874	-0.0162995	
131	26400	0.232661	0.00198394	0.0682746	-0.0162995	
132	26600	0.234141	0.00198394	0.0583765	-0.0162995	
133	26800	0.230524	0.00198394	0.0571269	-0.0162995	
134	27000	0.212471	0.00198394	0.056831	-0.0162995	
135	27200	0.221875	0.00198394	0.0482483	-0.0162995	
136	27400	0.228781	0.00198394	0.0614676	-0.0162995	
137	27600	0.22352	0.00198394	0.0691295	-0.0162995	
138	27800	0.241014	0.00198394	0.0595932	-0.0162995	
139	28000	0.225032	0.00198394	0.0629474	-0.0162995	
140	28200	0.217962	0.00198394	0.0646244	-0.0162995	
141	28400	0.220987	0.00198394	0.0533782	-0.0162995	
142	28600	0.220856	0.00198394	0.0592973	-0.0162995	
143	28800	0.212799	0.00198394	0.0578175	-0.0162995	
144	29000	0.22352	0.00198394	0.0599878	-0.0162995	
145	29200	0.216219	0.00198394	0.0535426	-0.0162995	
146	29400	0.228123	0.00198394	0.0599878	-0.0162995	
147	29600	0.226972	0.00198394	0.0568967	-0.0162995	
148	29800	0.227104	0.00198394	0.0562391	-0.0162995	
149	30000	0.243809	0.00198394	0.0599221	-0.0162995	
150	30200	0.234963	0.00198394	0.0660713	-0.0162995	
151	30400	0.248906	0.00198394	0.0674196	-0.0162995	
152	30600	0.245519	0.00198394	0.0530822	-0.0162995	
153	30800	0.244072	0.00198394	0.0647231	-0.0162995	
154	31000	0.2201	0.00198394	0.0526218	-0.0162995	
155	31200	0.238186	0.00198394	0.0626514	-0.0162995	
156	31400	0.24279	0.00198394	0.0726152	-0.0162995	
157	31600	0.240093	0.00198394	0.0611059	-0.0162995	
158	31800	0.247295	0.00198394	0.0660713	-0.0162995	
159	32000	0.242198	0.00198394	0.0606784	-0.0162995	
160	32200	0.220955	0.00198394	0.0672223	-0.0162995	
161	32400	0.248084	0.00198394	0.0649204	-0.0162995	
162	32600	0.222796	0.00198394	0.0622239	-0.0162995	
163	32800	0.244138	0.00198394	0.0652492	-0.0162995	
164	33000	0.243973	0.00198394	0.0614676	-0.0162995	
165	33200	0.22638	0.00198394	0.0604482	-0.0162995	
166	33400	0.252227	0.00198394	0.0523259	-0.0162995	
167	33600	0.234042	0.00198394	0.0578175	-0.0162995	
168	33800	0.228584	0.00198394	0.0648218	-0.0162995	
169	34000	0.244039	0.00198394	0.0590013	-0.0162995	
170	34200	0.234733	0.00198394	0.0582121	-0.0162995	
171	34400	0.241343	0.00198394	0.0687349	-0.0162995	
172	34600	0.24371	0.00198394	0.0620924	-0.0162995	
173	34800	0.233977	0.00198394	0.0624212	-0.0162995	
174	35000	0.225591	0.00198394	0.0665317	-0.0162995	
175	35200	0.235424	0.00198394	0.0688007	-0.0162995	
176	35400	0.229307	0.00198394	0.0625856	-0.0162995	
177	35600	0.226282	0.00198394	0.0599549	-0.0162995	
178	35800	0.216022	0.00198394	0.0606784	-0.0162995	
179	36000	0.24519	0.00198394	0.0629474	-0.0162995	
180	36200	0.237166	0.00198394	0.0618293	-0.0162995	
181	36400	0.245749	0.00198394	0.0591986	-0.0162995	
182	36600	0.234864	0.00198394	0.0592315	-0.0162995	
183	36800	0.225558	0.00198394	0.0587053	-0.0162995	
184	37000	0.232102	0.00198394	0.0709382	-0.0162995	
185	37200	0.231576	0.00198394	0.0667619	-0.0162995	
186	37400	0.230951	0.00198394	0.0725166	-0.0162995	
187	37600	0.229767	0.00198394	0.0638681	-0.0162995	
188	37800	0.237594	0.00198394	0.0569625	-0.0162995	
189	38000	0.218028	0.00198394	0.0542989	-0.0162995	
190	38200	0.215923	0.00198394	0.0587711	-0.0162995	
191	38400	0.22273	0.00198394	0.0690638	-0.0162995	
192	38600	0.229439	0.00198394	0.0626185	-0.0162995	
193	38800	0.241178	0.00198394	0.0605797	-0.0162995	
194	39000	0.237232	0.00198394	0.0669921	-0.0162995	
195	39200	0.240257	0.00198394	0.0663015	-0.0162995	
196	39400	0.239764	0.00198394	0.0623883	-0.0162995	
197	39600	0.237298	0.00198394	0.0545291	-0.0162995	
198	39800	0.216482	0.00198394	0.0664002	-0.0162995	
199	40000	0.223388	0.00198394	0.0473604	-0.0162995	
200	40200	0.216548	0.00198394	0.0590342	-0.0162995	
201	40400	0.2152	0.00198394	0.053707	-0.0162995	
202	40600	0.22102	0.00198394	0.054003	-0.0162995	
203	40800	0.234207	0.00198394	0.0624541	-0.0162995	
204	41000	0.222895	0.00198394	0.0561404	-0.0162995	
205	41200	0.242592	0.00198394	0.0651506	-0.0162995	
206	41400	0.242757	0.00198394	0.063605	-0.0162995	
207	41600	0.25328	0.00198394	0.0671236	-0.0162995	
208	41800	0.217732	0.00198394	0.0705107	-0.0162995	
209	42000	0.227564	0.00198394	0.0587382	-0.0162995	
