# Date	2015-11-28-18:55
# Type	Delay Scan
# Ov	95 mV
# IR	-95 mV
# Bot	-60 mV
# DL-Pro	365857.6 GHz
# DL-100	365841.6 GHz
# MW	On
# mwf	15932.6 MHz
# Attn	35 dB
i	step	norm	norm bkgnd	signal	signal bkgnd
0	200	0.221711	0.00702833	0.0575873	-0.0157536	
1	400	0.210234	0.00702833	0.0494979	-0.0157536	
2	600	0.206223	0.00702833	0.0510105	-0.0157536	
3	800	0.214641	0.00702833	0.0587382	-0.0157536	
4	1000	0.228123	0.00702833	0.0583107	-0.0157536	
5	1200	0.228485	0.00702833	0.0485771	-0.0157536	
6	1400	0.208492	0.00702833	0.0530822	-0.0157536	
7	1600	0.211089	0.00702833	0.0435459	-0.0157536	
8	1800	0.209379	0.00702833	0.0512407	-0.0157536	
9	2000	0.219672	0.00702833	0.053148	-0.0157536	
10	2200	0.208426	0.00702833	0.0508132	-0.0157536	
11	2400	0.22888	0.00702833	0.0550881	-0.0157536	
12	2600	0.217732	0.00702833	0.0476892	-0.0157536	
13	2800	0.236048	0.00702833	0.0553512	-0.0157536	
14	3000	0.216713	0.00702833	0.0459793	-0.0157536	
15	3200	0.21224	0.00702833	0.0574558	-0.0157536	
16	3400	0.225493	0.00702833	0.0627829	-0.0157536	
17	3600	0.222401	0.00702833	0.0518655	-0.0157536	
18	3800	0.225295	0.00702833	0.0511092	-0.0157536	
19	4000	0.218686	0.00702833	0.0504844	-0.0157536	
20	4200	0.205433	0.00702833	0.0620924	-0.0157536	
21	4400	0.210728	0.00702833	0.0491033	-0.0157536	
22	4600	0.217469	0.00702833	0.051734	-0.0157536	
23	4800	0.212405	0.00702833	0.0461108	-0.0157536	
24	5000	0.218686	0.00702833	0.0571927	-0.0157536	
25	5200	0.211385	0.00702833	0.0563377	-0.0157536	
26	5400	0.217831	0.00702833	0.0512407	-0.0157536	
27	5600	0.236377	0.00702833	0.0577846	-0.0157536	
28	5800	0.218554	0.00702833	0.0563377	-0.0157536	
29	6000	0.220034	0.00702833	0.0600536	-0.0157536	
30	6200	0.22934	0.00702833	0.0474262	-0.0157536	
31	6400	0.214213	0.00702833	0.0484127	-0.0157536	
32	6600	0.224177	0.00702833	0.0543976	-0.0157536	
33	6800	0.227235	0.00702833	0.0574886	-0.0157536	
34	7000	0.22204	0.00702833	0.0620924	-0.0157536	
35	7200	0.223487	0.00702833	0.0524903	-0.0157536	
36	7400	0.228419	0.00702833	0.0566337	-0.0157536	
37	7600	0.228353	0.00702833	0.0538385	-0.0157536	
38	7800	0.235358	0.00702833	0.0532466	-0.0157536	
39	8000	0.210826	0.00702833	0.0569954	-0.0157536	
40	8200	0.227663	0.00702833	0.0558773	-0.0157536	
41	8400	0.223421	0.00702833	0.0540687	-0.0157536	
42	8600	0.217896	0.00702833	0.0452887	-0.0157536	
43	8800	0.206847	0.00702833	0.0557458	-0.0157536	
44	9000	0.214246	0.00702833	0.0578833	-0.0157536	
45	9200	0.221119	0.00702833	0.0534439	-0.0157536	
46	9400	0.212898	0.00702833	0.0575544	-0.0157536	
47	9600	0.223585	0.00702833	0.061632	-0.0157536	
48	9800	0.214312	0.00702833	0.0461437	-0.0157536	
49	10000	0.219705	0.00702833	0.0533124	-0.0157536	
50	10200	0.218883	0.00702833	0.0477221	-0.0157536	
51	10400	0.198199	0.00702833	0.0509776	-0.0157536	
52	10600	0.220659	0.00702833	0.0553183	-0.0157536	
53	10800	0.210399	0.00702833	0.0576202	-0.0157536	
54	11000	0.198067	0.00702833	0.0470645	-0.0157536	
55	11200	0.213227	0.00702833	0.049728	-0.0157536	
56	11400	0.207078	0.00702833	0.0582779	-0.0157536	
57	11600	0.209774	0.00702833	0.0456833	-0.0157536	
58	11800	0.2225	0.00702833	0.0417373	-0.0157536	
59	12000	0.207275	0.00702833	0.0531809	-0.0157536	
60	12200	0.21668	0.00702833	0.0547593	-0.0157536	
61	12400	0.213062	0.00702833	0.0567652	-0.0157536	
62	12600	0.211155	0.00702833	0.0594617	-0.0157536	
63	12800	0.217568	0.00702833	0.0492019	-0.0157536	
64	13000	0.204578	0.00702833	0.0523259	-0.0157536	
65	13200	0.209051	0.00702833	0.0452887	-0.0157536	
66	13400	0.192576	0.00702833	0.0464397	-0.0157536	
67	13600	0.199679	0.00702833	0.0434801	-0.0157536	
68	13800	0.194615	0.00702833	0.0469987	-0.0157536	
69	14000	0.200468	0.00702833	0.0597576	-0.0157536	
70	14200	0.209807	0.00702833	0.0578175	-0.0157536	
71	14400	0.206157	0.00702833	0.0483469	-0.0157536	
72	14600	0.210267	0.00702833	0.0524245	-0.0157536	
73	14800	0.216778	0.00702833	0.0565679	-0.0157536	
74	15000	0.199448	0.00702833	0.0632433	-0.0157536	
75	15200	0.205335	0.00702833	0.0597905	-0.0157536	
76	15400	0.230327	0.00702833	0.0629474	-0.0157536	
77	15600	0.211057	0.00702833	0.0473604	-0.0157536	
78	15800	0.186722	0.00702833	0.0554498	-0.0157536	
79	16000	0.200698	0.00702833	0.0663344	-0.0157536	
80	16200	0.216417	0.00702833	0.051734	-0.0157536	
81	16400	0.211484	0.00702833	0.0607441	-0.0157536	
82	16600	0.230787	0.00702833	0.0599549	-0.0157536	
83	16800	0.21908	0.00702833	0.0611059	-0.0157536	
