# Filename	3_delay.txt
# Date	2016-09-27
# Title	DL-Pro & DL-100 Locked delay scan.
# DL-Pro	365856.7 GHz
# DL-100	365840.7 GHz
# Static	-100 mV Pulsed
# MWOn	On
# MWf	15931.6 MHz
# Attn	44 dB
# FixedAttn	6 dB
# B2	B2 = T2 + 2.050 us
# HP214B	HP 214B FIP at 5.5 on 100V setting ; Applied to Top ; Mesh & Vin of MCP @ +25V ; Vout of MCP @ +2025 V
# Oven	32 A
# Boxcar	Gate = 200 ns ; Amp = 25x ; Sensitivity = 5 mV
# Offset	+/- 30 mV IR/Oven offset.
# Bias	Top: 0 V ; Bot: -0.431 V ; IR: +0.048 V ; Oven: -0.048 V ; Vis: -0.005 V ; MW: +0.005 V
# Passes	4
i	step	norm	nbackground	signal	sbackground
0	0	0.320462	-0.0163784	0.0999746	-0.0401403
1	744	0.325098	-0.0163784	0.10106	-0.0401403
2	1488	0.314707	-0.0163784	0.107505	-0.0401403
3	2232	0.288531	-0.0163784	0.101224	-0.0401403
4	2976	0.295437	-0.0163784	0.0856373	-0.0401403
5	3720	0.292148	-0.0163784	0.0903725	-0.0401403
6	4464	0.279258	-0.0163784	0.102178	-0.0401403
7	5208	0.268044	-0.0163784	0.0888928	-0.0401403
8	5952	0.28225	-0.0163784	0.0950749	-0.0401403
9	6696	0.2908	-0.0163784	0.0975412	-0.0401403
10	7440	0.296982	-0.0163784	0.0883666	-0.0401403
11	8184	0.282809	-0.0163784	0.0827435	-0.0401403
12	8928	0.281724	-0.0163784	0.0898135	-0.0401403
13	9672	0.277581	-0.0163784	0.0838286	-0.0401403
14	10416	0.285243	-0.0163784	0.0842561	-0.0401403
15	11160	0.290701	-0.0163784	0.077482	-0.0401403
16	11904	0.276693	-0.0163784	0.0876103	-0.0401403
17	12648	0.28008	-0.0163784	0.0819543	-0.0401403
18	13392	0.27883	-0.0163784	0.0970808	-0.0401403
19	14136	0.308031	-0.0163784	0.0890572	-0.0401403
20	14880	0.272944	-0.0163784	0.0911289	-0.0401403
21	15624	0.278271	-0.0163784	0.0766928	-0.0401403
22	16368	0.271431	-0.0163784	0.0892216	-0.0401403
23	17112	0.295404	-0.0163784	0.0939898	-0.0401403
24	17856	0.301389	-0.0163784	0.0847165	-0.0401403
25	18600	0.282974	-0.0163784	0.101323	-0.0401403
26	19344	0.284519	-0.0163784	0.0896162	-0.0401403
27	20088	0.29468	-0.0163784	0.0959299	-0.0401403
28	20832	0.291984	-0.0163784	0.0939569	-0.0401403
29	21576	0.269721	-0.0163784	0.0855386	-0.0401403
30	22320	0.281362	-0.0163784	0.0965547	-0.0401403
31	23064	0.283566	-0.0163784	0.0996458	-0.0401403
32	23808	0.291984	-0.0163784	0.106453	-0.0401403
33	24552	0.286591	-0.0163784	0.0955353	-0.0401403
34	25296	0.295305	-0.0163784	0.0887612	-0.0401403
35	26040	0.308755	-0.0163784	0.113786	-0.0401403
36	26784	0.290701	-0.0163784	0.101882	-0.0401403
37	27528	0.297772	-0.0163784	0.0954038	-0.0401403
38	28272	0.312536	-0.0163784	0.0998102	-0.0401403
39	29016	0.287939	-0.0163784	0.0904712	-0.0401403
40	29760	0.281132	-0.0163784	0.0951407	-0.0401403
41	30504	0.309906	-0.0163784	0.103	-0.0401403
42	31248	0.302112	-0.0163784	0.0949763	-0.0401403
43	31992	0.300205	-0.0163784	0.100928	-0.0401403
44	32736	0.282776	-0.0163784	0.0948119	-0.0401403
45	33480	0.275345	-0.0163784	0.104085	-0.0401403
46	34224	0.293562	-0.0163784	0.100665	-0.0401403
47	34968	0.289551	-0.0163784	0.116186	-0.0401403
48	35712	0.275575	-0.0163784	0.109051	-0.0401403
49	36456	0.299186	-0.0163784	0.0928059	-0.0401403
50	37200	0.289847	-0.0163784	0.0876432	-0.0401403
51	37944	0.289715	-0.0163784	0.0998102	-0.0401403
52	38688	0.284947	-0.0163784	0.102901	-0.0401403
53	39432	0.292543	-0.0163784	0.0958641	-0.0401403
54	40176	0.266269	-0.0163784	0.0864265	-0.0401403
55	40920	0.300731	-0.0163784	0.0856044	-0.0401403
56	41664	0.300172	-0.0163784	0.0993498	-0.0401403
57	42408	0.28886	-0.0163784	0.0845521	-0.0401403
58	43152	0.279061	-0.0163784	0.0802772	-0.0401403
59	43896	0.274588	-0.0163784	0.087972	-0.0401403
60	44640	0.271234	-0.0163784	0.0844534	-0.0401403
61	45384	0.270511	-0.0163784	0.083434	-0.0401403
62	46128	0.294253	-0.0163784	0.0878405	-0.0401403
63	46872	0.281066	-0.0163784	0.0754432	-0.0401403
64	47616	0.28202	-0.0163784	0.0962916	-0.0401403
65	48360	0.290438	-0.0163784	0.0868868	-0.0401403
66	49104	0.282842	-0.0163784	0.0872157	-0.0401403
67	49848	0.270905	-0.0163784	0.083171	-0.0401403
68	50592	0.301751	-0.0163784	0.0819214	-0.0401403
69	51336	0.294417	-0.0163784	0.0926415	-0.0401403
70	52080	0.266992	-0.0163784	0.096752	-0.0401403
71	52824	0.276167	-0.0163784	0.0989223	-0.0401403
72	53568	0.282119	-0.0163784	0.0864922	-0.0401403
73	54312	0.277449	-0.0163784	0.0926086	-0.0401403
74	55056	0.289452	-0.0163784	0.0812308	-0.0401403
75	55800	0.28008	-0.0163784	0.0892545	-0.0401403
76	56544	0.279948	-0.0163784	0.0753446	-0.0401403
77	57288	0.29741	-0.0163784	0.0972124	-0.0401403
78	58032	0.273076	-0.0163784	0.0974097	-0.0401403
79	58776	0.283763	-0.0163784	0.0971137	-0.0401403
80	59520	0.291425	-0.0163784	0.0899779	-0.0401403
81	60264	0.288104	-0.0163784	0.0921154	-0.0401403
82	61008	0.284684	-0.0163784	0.0997773	-0.0401403
83	61752	0.301257	-0.0163784	0.105992	-0.0401403
84	62496	0.30767	-0.0163784	0.0991854	-0.0401403
85	63240	0.290471	-0.0163784	0.108064	-0.0401403
86	63984	0.301981	-0.0163784	0.0979358	-0.0401403
87	64728	0.281034	-0.0163784	0.0982318	-0.0401403
88	65472	0.28179	-0.0163784	0.101915	-0.0401403
89	66216	0.289945	-0.0163784	0.0919181	-0.0401403
90	66960	0.29616	-0.0163784	0.0903068	-0.0401403
91	67704	0.292675	-0.0163784	0.103855	-0.0401403
92	68448	0.290932	-0.0163784	0.0976728	-0.0401403
93	69192	0.282809	-0.0163784	0.0861305	-0.0401403
94	69936	0.291129	-0.0163784	0.0871828	-0.0401403
95	70680	0.289847	-0.0163784	0.0925758	-0.0401403
96	71424	0.291162	-0.0163784	0.0901752	-0.0401403
97	72168	0.278502	-0.0163784	0.0972453	-0.0401403
98	72912	0.274062	-0.0163784	0.0956668	-0.0401403
99	73656	0.268636	-0.0163784	0.102638	-0.0401403
100	74400	0.278271	-0.0163784	0.0947461	-0.0401403
101	75144	0.28054	-0.0163784	0.0824804	-0.0401403
102	75888	0.267781	-0.0163784	0.0900766	-0.0401403
103	76632	0.297311	-0.0163784	0.0776136	-0.0401403
104	77376	0.280573	-0.0163784	0.0915564	-0.0401403
105	78120	0.262454	-0.0163784	0.0799483	-0.0401403
106	78864	0.274259	-0.0163784	0.0820858	-0.0401403
107	79608	0.259396	-0.0163784	0.078337	-0.0401403
108	80352	0.271136	-0.0163784	0.0945817	-0.0401403
109	81096	0.269031	-0.0163784	0.0850453	-0.0401403
110	81840	0.289255	-0.0163784	0.0838286	-0.0401403
111	82584	0.263079	-0.0163784	0.082875	-0.0401403
112	83328	0.256897	-0.0163784	0.0765284	-0.0401403
113	84072	0.27084	-0.0163784	0.0916221	-0.0401403
114	84816	0.265019	-0.0163784	0.0705435	-0.0401403
115	85560	0.262224	-0.0163784	0.0713328	-0.0401403
116	86304	0.282809	-0.0163784	0.0889914	-0.0401403
117	87048	0.27814	-0.0163784	0.0934307	-0.0401403
118	87792	0.289518	-0.0163784	0.0923456	-0.0401403
119	88536	0.273668	-0.0163784	0.0813952	-0.0401403
120	89280	0.282809	-0.0163784	0.0914248	-0.0401403
121	90024	0.262586	-0.0163784	0.0848152	-0.0401403
122	90768	0.271333	-0.0163784	0.0812637	-0.0401403
123	91512	0.270609	-0.0163784	0.0882351	-0.0401403
124	92256	0.280606	-0.0163784	0.0900437	-0.0401403
125	93000	0.279652	-0.0163784	0.079192	-0.0401403
126	93744	0.273339	-0.0163784	0.0864922	-0.0401403
127	94488	0.294713	-0.0163784	0.0908	-0.0401403
128	95232	0.281034	-0.0163784	0.095338	-0.0401403
129	95976	0.275114	-0.0163784	0.0906356	-0.0401403
130	96720	0.266959	-0.0163784	0.093069	-0.0401403
131	97464	0.270248	-0.0163784	0.0891887	-0.0401403
132	98208	0.278732	-0.0163784	0.0996458	-0.0401403
133	98952	0.272352	-0.0163784	0.087413	-0.0401403
134	99696	0.26594	-0.0163784	0.0884653	-0.0401403
135	100440	0.277449	-0.0163784	0.0816583	-0.0401403
136	101184	0.272813	-0.0163784	0.0994814	-0.0401403
137	101928	0.271333	-0.0163784	0.0863936	-0.0401403
138	102672	0.272845	-0.0163784	0.0960943	-0.0401403
139	103416	0.283664	-0.0163784	0.0900766	-0.0401403
140	104160	0.284454	-0.0163784	0.0877747	-0.0401403
141	104904	0.273931	-0.0163784	0.0974097	-0.0401403
142	105648	0.268505	-0.0163784	0.0891558	-0.0401403
143	106392	0.271103	-0.0163784	0.0992183	-0.0401403
144	107136	0.275049	-0.0163784	0.0926415	-0.0401403
145	107880	0.262323	-0.0163784	0.0879062	-0.0401403
146	108624	0.266926	-0.0163784	0.0820529	-0.0401403
147	109368	0.262553	-0.0163784	0.0908658	-0.0401403
148	110112	0.256732	-0.0163784	0.0787645	-0.0401403
149	110856	0.274227	-0.0163784	0.079488	-0.0401403
150	111600	0.286262	-0.0163784	0.0810006	-0.0401403
151	111042	0.256436	-0.0163784	0.0890243	-0.0401403
152	110298	0.261501	-0.0163784	0.0855715	-0.0401403
153	109554	0.275871	-0.0163784	0.0879391	-0.0401403
154	108810	0.264197	-0.0163784	0.0887283	-0.0401403
155	108066	0.269886	-0.0163784	0.0935952	-0.0401403
156	107322	0.283303	-0.0163784	0.0961601	-0.0401403
157	106578	0.266466	-0.0163784	0.088531	-0.0401403
158	105834	0.263408	-0.0163784	0.0986593	-0.0401403
159	105090	0.261862	-0.0163784	0.0865909	-0.0401403
160	104346	0.268275	-0.0163784	0.0864593	-0.0401403
161	103602	0.273635	-0.0163784	0.0938911	-0.0401403
162	102858	0.276397	-0.0163784	0.0901752	-0.0401403
163	102114	0.267781	-0.0163784	0.0890243	-0.0401403
164	101370	0.262651	-0.0163784	0.0849467	-0.0401403
165	100626	0.270971	-0.0163784	0.0876103	-0.0401403
166	99882	0.268143	-0.0163784	0.0875445	-0.0401403
167	99138	0.255779	-0.0163784	0.0966534	-0.0401403
168	98394	0.264723	-0.0163784	0.0863607	-0.0401403
169	97650	0.279718	-0.0163784	0.084585	-0.0401403
170	96906	0.282283	-0.0163784	0.086854	-0.0401403
171	96162	0.281297	-0.0163784	0.0957326	-0.0401403
172	95418	0.271727	-0.0163784	0.093365	-0.0401403
173	94674	0.270872	-0.0163784	0.0802114	-0.0401403
174	93930	0.261599	-0.0163784	0.088531	-0.0401403
175	93186	0.253871	-0.0163784	0.0922798	-0.0401403
176	92442	0.25374	-0.0163784	0.0812308	-0.0401403
177	91698	0.260711	-0.0163784	0.0946474	-0.0401403
178	90954	0.273536	-0.0163784	0.0954367	-0.0401403
179	90210	0.272254	-0.0163784	0.0881364	-0.0401403
180	89466	0.252161	-0.0163784	0.084848	-0.0401403
181	88722	0.265808	-0.0163784	0.0825791	-0.0401403
182	87978	0.284717	-0.0163784	0.0926744	-0.0401403
183	87234	0.266893	-0.0163784	0.0802114	-0.0401403
184	86490	0.272977	-0.0163784	0.0800799	-0.0401403
185	85746	0.272352	-0.0163784	0.090241	-0.0401403
186	85002	0.282152	-0.0163784	0.0841246	-0.0401403
187	84258	0.278469	-0.0163784	0.0800799	-0.0401403
188	83514	0.27347	-0.0163784	0.0834669	-0.0401403
189	82770	0.278797	-0.0163784	0.0853084	-0.0401403
190	82026	0.265611	-0.0163784	0.0751802	-0.0401403
191	81282	0.266302	-0.0163784	0.0715958	-0.0401403
192	80538	0.26913	-0.0163784	0.0902739	-0.0401403
193	79794	0.254628	-0.0163784	0.0733716	-0.0401403
194	79050	0.274424	-0.0163784	0.0781397	-0.0401403
195	78306	0.292938	-0.0163784	0.0893531	-0.0401403
196	77562	0.280244	-0.0163784	0.0804416	-0.0401403
197	76818	0.282678	-0.0163784	0.0876761	-0.0401403
198	76074	0.279554	-0.0163784	0.0974426	-0.0401403
199	75330	0.271662	-0.0163784	0.0785672	-0.0401403
200	74586	0.272286	-0.0163784	0.0860976	-0.0401403
201	73842	0.280409	-0.0163784	0.0832367	-0.0401403
202	73098	0.284092	-0.0163784	0.0890901	-0.0401403
203	72354	0.271892	-0.0163784	0.0899122	-0.0401403
204	71610	0.264888	-0.0163784	0.089682	-0.0401403
205	70866	0.265512	-0.0163784	0.0815268	-0.0401403
206	70122	0.270708	-0.0163784	0.0886955	-0.0401403
207	69378	0.278567	-0.0163784	0.0892545	-0.0401403
208	68634	0.2542	-0.0163784	0.094483	-0.0401403
209	67890	0.282579	-0.0163784	0.0898793	-0.0401403
210	67146	0.284026	-0.0163784	0.0965218	-0.0401403
211	66402	0.275312	-0.0163784	0.0888928	-0.0401403
212	65658	0.278304	-0.0163784	0.0989552	-0.0401403
213	64914	0.27541	-0.0163784	0.0935623	-0.0401403
214	64170	0.261796	-0.0163784	0.101816	-0.0401403
215	63426	0.278469	-0.0163784	0.0990868	-0.0401403
216	62682	0.290373	-0.0163784	0.100008	-0.0401403
217	61938	0.280014	-0.0163784	0.0914248	-0.0401403
218	61194	0.276463	-0.0163784	0.102638	-0.0401403
219	60450	0.279291	-0.0163784	0.0856044	-0.0401403
220	59706	0.268867	-0.0163784	0.0860319	-0.0401403
221	58962	0.281889	-0.0163784	0.0942199	-0.0401403
222	58218	0.274259	-0.0163784	0.0774492	-0.0401403
223	57474	0.280113	-0.0163784	0.0919181	-0.0401403
224	56730	0.281658	-0.0163784	0.0869526	-0.0401403
225	55986	0.289386	-0.0163784	0.0934636	-0.0401403
226	55242	0.284355	-0.0163784	0.088268	-0.0401403
227	54498	0.282711	-0.0163784	0.0918194	-0.0401403
228	53754	0.267091	-0.0163784	0.0873801	-0.0401403
229	53010	0.282842	-0.0163784	0.0830065	-0.0401403
230	52266	0.262257	-0.0163784	0.0738319	-0.0401403
231	51522	0.263342	-0.0163784	0.0773834	-0.0401403
232	50778	0.276989	-0.0163784	0.0870184	-0.0401403
233	50034	0.271464	-0.0163784	0.0933979	-0.0401403
234	49290	0.287446	-0.0163784	0.0900108	-0.0401403
235	48546	0.276101	-0.0163784	0.0938582	-0.0401403
236	47802	0.30346	-0.0163784	0.0922798	-0.0401403
237	47058	0.26913	-0.0163784	0.0909973	-0.0401403
238	46314	0.257916	-0.0163784	0.0910302	-0.0401403
239	45570	0.284717	-0.0163784	0.0868868	-0.0401403
