# Filename	2016-10-01\3_delay.txt
# Date	2016-10-01
# Title	DL-Pro & DL-100 Locked delay scan.
# DL-Pro	36588.5 GHz
# DL-100	365872.6 GHz
# Static	0 mV Pulsed
# MWOn	On
# MWf	15932.0 MHz
# Attn	44 dB
# FixedAttn	6 dB
# B2	B2 = T2 + 2.050 us
# HP214B	HP 214B FIP at 5.5 on 100V setting ; Applied to Top ; Mesh & Vin of MCP @ +25V ; Vout of MCP @ +2025 V
# Oven	32 A
# Boxcar	Gate = 200 ns ; Amp = 25x ; Sensitivity = 5 mV
# Offset	+/- 30 mV IR/Oven offset. +10 mV Bottom Offset
# Bias	Top: 0 V ; Bot: -0.480 V ; IR: +0.065 V ; Oven: -0.065 V ; Vis: -0.018 V ; MW: +0.018 V
# Passes	4
i	step	norm	nbackground	signal	sbackground
0	0	0.258179	-0.00836461	-0.0122252	-0.0273649
1	744	0.246571	-0.00836461	-0.0104823	-0.0273649
2	1488	0.274457	-0.00836461	-0.0106468	-0.0273649
3	2232	0.251964	-0.00836461	-0.0121594	-0.0273649
4	2976	0.241869	-0.00836461	-0.0145599	-0.0273649
5	3720	0.23424	-0.00836461	-0.0130802	-0.0273649
6	4464	0.246867	-0.00836461	-0.0106796	-0.0273649
7	5208	0.251898	-0.00836461	-0.0119621	-0.0273649
8	5952	0.248774	-0.00836461	-0.00752279	-0.0273649
9	6696	0.242428	-0.00836461	-0.0139351	-0.0273649
10	7440	0.264263	-0.00836461	-0.0144942	-0.0273649
11	8184	0.257916	-0.00836461	-0.0130802	-0.0273649
12	8928	0.25055	-0.00836461	-0.0107783	-0.0273649
13	9672	0.251898	-0.00836461	-0.0110085	-0.0273649
14	10416	0.246407	-0.00836461	-0.0147572	-0.0273649
15	11160	0.240685	-0.00836461	-0.0200515	-0.0273649
16	11904	0.278403	-0.00836461	-0.0140667	-0.0273649
17	12648	0.263967	-0.00836461	-0.0135734	-0.0273649
18	13392	0.258574	-0.00836461	-0.0130473	-0.0273649
19	14136	0.259791	-0.00836461	-0.00900256	-0.0273649
20	14880	0.259725	-0.00836461	-0.00804893	-0.0273649
21	15624	0.256535	-0.00836461	-0.0128171	-0.0273649
22	16368	0.262651	-0.00836461	-0.0100877	-0.0273649
23	17112	0.244204	-0.00836461	-0.0131459	-0.0273649
24	17856	0.249432	-0.00836461	-0.016796	-0.0273649
25	18600	0.254726	-0.00836461	-0.0134419	-0.0273649
26	19344	0.243381	-0.00836461	-0.00939717	-0.0273649
27	20088	0.266861	-0.00836461	-0.00696376	-0.0273649
28	20832	0.256798	-0.00836461	-0.0181114	-0.0273649
29	21576	0.246571	-0.00836461	-0.0116333	-0.0273649
30	22320	0.26298	-0.00836461	-0.0193939	-0.0273649
31	23064	0.251833	-0.00836461	-0.0160068	-0.0273649
32	23808	0.260646	-0.00836461	-0.00719395	-0.0273649
33	24552	0.256601	-0.00836461	-0.00686511	-0.0273649
34	25296	0.263013	-0.00836461	-0.0148888	-0.0273649
35	26040	0.221941	-0.00836461	-0.013409	-0.0273649
36	26784	0.230951	-0.00836461	-0.0157438	-0.0273649
37	27528	0.263178	-0.00836461	-0.010581	-0.0273649
38	28272	0.258081	-0.00836461	-0.0124225	-0.0273649
39	29016	0.267716	-0.00836461	-0.0107125	-0.0273649
40	29760	0.265216	-0.00836461	-0.00989043	-0.0273649
41	30504	0.264065	-0.00836461	-0.00742414	-0.0273649
42	31248	0.266367	-0.00836461	-0.00670069	-0.0273649
43	31992	0.248774	-0.00836461	-0.00804893	-0.0273649
44	32736	0.253016	-0.00836461	-0.0171578	-0.0273649
45	33480	0.242987	-0.00836461	-0.0140667	-0.0273649
46	34224	0.266104	-0.00836461	-0.00610878	-0.0273649
47	34968	0.242198	-0.00836461	-0.0142311	-0.0273649
48	35712	0.268505	-0.00836461	-0.0123238	-0.0273649
49	36456	0.256798	-0.00836461	-0.0123896	-0.0273649
50	37200	0.246111	-0.00836461	-0.0152176	-0.0273649
51	37944	0.246768	-0.00836461	-0.0134419	-0.0273649
52	38688	0.256864	-0.00836461	-0.0146257	-0.0273649
53	39432	0.248446	-0.00836461	-0.0126527	-0.0273649
54	40176	0.234864	-0.00836461	-0.0104823	-0.0273649
55	40920	0.260843	-0.00836461	-0.0108112	-0.0273649
56	41664	0.237725	-0.00836461	-0.014823	-0.0273649
57	42408	0.238778	-0.00836461	-0.0134419	-0.0273649
58	43152	0.219968	-0.00836461	-0.014823	-0.0273649
59	43896	0.220231	-0.00836461	-0.015678	-0.0273649
60	44640	0.220757	-0.00836461	-0.0202488	-0.0273649
61	45384	0.238054	-0.00836461	-0.0208736	-0.0273649
62	46128	0.249268	-0.00836461	-0.0149874	-0.0273649
63	46872	0.241606	-0.00836461	-0.0174537	-0.0273649
64	47616	0.242132	-0.00836461	-0.0136392	-0.0273649
65	48360	0.23687	-0.00836461	-0.0129157	-0.0273649
66	49104	0.235424	-0.00836461	-0.015119	-0.0273649
67	49848	0.225164	-0.00836461	-0.0123567	-0.0273649
68	50592	0.227827	-0.00836461	-0.0142969	-0.0273649
69	51336	0.234766	-0.00836461	-0.01285	-0.0273649
70	52080	0.220264	-0.00836461	-0.0104823	-0.0273649
71	52824	0.235128	-0.00836461	-0.015119	-0.0273649
72	53568	0.255516	-0.00836461	-0.0164014	-0.0273649
73	54312	0.214345	-0.00836461	-0.0172235	-0.0273649
74	55056	0.234338	-0.00836461	-0.0177168	-0.0273649
75	55800	0.242954	-0.00836461	-0.0141324	-0.0273649
76	56544	0.236574	-0.00836461	-0.0178483	-0.0273649
77	57288	0.24279	-0.00836461	-0.00956159	-0.0273649
78	58032	0.238778	-0.00836461	-0.0105152	-0.0273649
79	58776	0.223848	-0.00836461	-0.00716106	-0.0273649
80	59520	0.240192	-0.00836461	-0.00804893	-0.0273649
81	60264	0.2542	-0.00836461	-0.00873949	-0.0273649
82	61008	0.23858	-0.00836461	-0.0152834	-0.0273649
83	61752	0.247788	-0.00836461	-0.0143298	-0.0273649
84	62496	0.24473	-0.00836461	-0.0166645	-0.0273649
85	63240	0.24177	-0.00836461	-0.0177168	-0.0273649
86	63984	0.249268	-0.00836461	-0.0124225	-0.0273649
87	64728	0.236805	-0.00836461	-0.0161055	-0.0273649
88	65472	0.231149	-0.00836461	-0.0121594	-0.0273649
89	66216	0.224539	-0.00836461	-0.0117319	-0.0273649
90	66960	0.229767	-0.00836461	-0.0164014	-0.0273649
91	67704	0.222106	-0.00836461	-0.0161055	-0.0273649
92	68448	0.250287	-0.00836461	-0.00883814	-0.0273649
93	69192	0.243283	-0.00836461	-0.00558264	-0.0273649
94	69936	0.239205	-0.00836461	-0.00982466	-0.0273649
95	70680	0.215167	-0.00836461	-0.0123567	-0.0273649
96	71424	0.231017	-0.00836461	-0.0149874	-0.0273649
97	72168	0.228912	-0.00836461	-0.018506	-0.0273649
98	72912	0.246867	-0.00836461	-0.0165659	-0.0273649
99	73656	0.236081	-0.00836461	-0.00841065	-0.0273649
100	74400	0.256206	-0.00836461	-0.0148559	-0.0273649
101	75144	0.238186	-0.00836461	-0.0109756	-0.0273649
102	75888	0.236114	-0.00836461	-0.0113702	-0.0273649
103	76632	0.236114	-0.00836461	-0.0141324	-0.0273649
104	77376	0.226939	-0.00836461	-0.0137378	-0.0273649
105	78120	0.241573	-0.00836461	-0.0101206	-0.0273649
106	78864	0.227696	-0.00836461	-0.00900256	-0.0273649
107	79608	0.221777	-0.00836461	-0.0122581	-0.0273649
108	80352	0.256601	-0.00836461	-0.0121265	-0.0273649
109	81096	0.226611	-0.00836461	-0.0137707	-0.0273649
110	81840	0.251504	-0.00836461	-0.0072926	-0.0273649
111	82584	0.236739	-0.00836461	-0.0152505	-0.0273649
112	83328	0.227926	-0.00836461	-0.018506	-0.0273649
113	84072	0.213852	-0.00836461	-0.0198542	-0.0273649
114	84816	0.240356	-0.00836461	-0.0154807	-0.0273649
115	85560	0.210103	-0.00836461	-0.0139351	-0.0273649
116	86304	0.219573	-0.00836461	-0.0197885	-0.0273649
117	87048	0.236081	-0.00836461	-0.0107454	-0.0273649
118	87792	0.242724	-0.00836461	-0.0175195	-0.0273649
119	88536	0.21303	-0.00836461	-0.0134748	-0.0273649
120	89280	0.239008	-0.00836461	-0.0216957	-0.0273649
121	90024	0.231872	-0.00836461	-0.0111729	-0.0273649
122	90768	0.227137	-0.00836461	-0.0128829	-0.0273649
123	91512	0.229735	-0.00836461	-0.0157766	-0.0273649
124	92256	0.222303	-0.00836461	-0.0112387	-0.0273649
125	93000	0.236706	-0.00836461	-0.00387268	-0.0273649
126	93744	0.228781	-0.00836461	-0.015678	-0.0273649
127	94488	0.217863	-0.00836461	-0.00887103	-0.0273649
128	95232	0.221579	-0.00836461	-0.0157766	-0.0273649
