# Filename	2016-10-04\13_delay.txt
# Date	2016-10-04
# Title	DL-Pro & DL-100 Locked delay scan.
# DL-Pro	365824.8 GHz
# DL-100	365808.9 GHz
# Static	300 mV Pulsed
# MWOn	On
# MWf	15931.6 MHz
# Attn	32 dB
# FixedAttn	6 dB
# B2	B2 = T2 + 2.050 us
# HP214B	HP 214B FIP at 5.5 on 100V setting ; Applied to Top ; Mesh & Vin of MCP @ +25V ; Vout of MCP @ +2025 V
# Oven	32 A
# Boxcar	Gate = 200 ns ; Amp = 25x ; Sensitivity = 5 mV
# Offset	+/- 30 mV IR/Oven offset.
# Bias	Top: 0 V ; Bot: -0.485 V ; IR: +0.065 V ; Oven: -0.065 V ; Vis: -0.010 V ; MW: +0.010 V
# Passes	4
i	step	norm	nbackground	signal	sbackground
0	0	0.28304	-0.0287987	-0.03748	-0.0559607
1	744	0.271366	-0.0287987	-0.0435964	-0.0559607
2	1488	0.276233	-0.0287987	-0.0341916	-0.0559607
3	2232	0.295338	-0.0287987	-0.0440568	-0.0559607
4	2976	0.30277	-0.0287987	-0.0393215	-0.0559607
5	3720	0.307703	-0.0287987	-0.0396832	-0.0559607
6	4464	0.300797	-0.0287987	-0.0404067	-0.0559607
7	5208	0.297015	-0.0287987	-0.0436622	-0.0559607
8	5952	0.296949	-0.0287987	-0.0401765	-0.0559607
9	6696	0.29205	-0.0287987	-0.0423468	-0.0559607
10	7440	0.289551	-0.0287987	-0.045701	-0.0559607
11	8184	0.284684	-0.0287987	-0.0444185	-0.0559607
12	8928	0.290603	-0.0287987	-0.039749	-0.0559607
13	9672	0.298528	-0.0287987	-0.0406369	-0.0559607
14	10416	0.27643	-0.0287987	-0.0441883	-0.0559607
15	11160	0.285144	-0.0287987	-0.0402751	-0.0559607
16	11904	0.273931	-0.0287987	-0.041163	-0.0559607
17	12648	0.289682	-0.0287987	-0.0432018	-0.0559607
18	13392	0.275542	-0.0287987	-0.0363619	-0.0559607
19	14136	0.286394	-0.0287987	-0.041163	-0.0559607
20	14880	0.263112	-0.0287987	-0.046819	-0.0559607
21	15624	0.26959	-0.0287987	-0.0351124	-0.0559607
22	16368	0.270905	-0.0287987	-0.0412616	-0.0559607
23	17112	0.270116	-0.0287987	-0.043136	-0.0559607
24	17856	0.261895	-0.0287987	-0.0389598	-0.0559607
25	18600	0.274884	-0.0287987	-0.0410972	-0.0559607
26	19344	0.270971	-0.0287987	-0.0412945	-0.0559607
27	20088	0.274391	-0.0287987	-0.0429716	-0.0559607
28	20832	0.259429	-0.0287987	-0.0441554	-0.0559607
29	21576	0.275049	-0.0287987	-0.0471807	-0.0559607
30	22320	0.273109	-0.0287987	-0.0350137	-0.0559607
31	23064	0.284059	-0.0287987	-0.0414261	-0.0559607
32	23808	0.279126	-0.0287987	-0.043991	-0.0559607
33	24552	0.276265	-0.0287987	-0.0427085	-0.0559607
34	25296	0.279817	-0.0287987	-0.0461942	-0.0559607
35	26040	0.25887	-0.0287987	-0.0419522	-0.0559607
36	26784	0.26936	-0.0287987	-0.0481015	-0.0559607
37	27528	0.260711	-0.0287987	-0.042577	-0.0559607
38	28272	0.265775	-0.0287987	-0.0445172	-0.0559607
39	29016	0.260251	-0.0287987	-0.0495484	-0.0559607
40	29760	0.271596	-0.0287987	-0.0422153	-0.0559607
41	30504	0.258442	-0.0287987	-0.0405382	-0.0559607
42	31248	0.269787	-0.0287987	-0.0390913	-0.0559607
43	31992	0.284684	-0.0287987	-0.0447145	-0.0559607
44	32736	0.262553	-0.0287987	-0.0430703	-0.0559607
45	33480	0.271333	-0.0287987	-0.0364277	-0.0559607
46	34224	0.273174	-0.0287987	-0.0435964	-0.0559607
47	34968	0.25693	-0.0287987	-0.0445172	-0.0559607
48	35712	0.267716	-0.0287987	-0.0343231	-0.0559607
