# 2016-09-23-Friday
# map
# fnum, DL-Pro, DL-100, MW f, attn, fpulse
7	365856.7	365840.7	15.9317	44	100
8	365856.7	365840.7	15.9317	44	-100
9	365856.7	365840.7	15.9317	44	-1000
10	365856.7	365840.7	15.9317	44	1000
13	365856.7	365840.7	15.9317	44	500
14	365856.7	365840.7	15.9317	44	-500
15	365856.7	365840.7	15.9317	44	0
# 16	365856.7	365840.7	15.9317	44	200
# 17	365856.7	365840.7	15.9317	44	-200
