# Date	2015-11-30-02:35
# Type	Delay Scan
# Ov	100 mV
# IR	-100 mV
# Bot	20 mV
# DL-Pro	365857.6 GHz
# DL-100	365841.6 GHz
# MW	On
# mwf	15932.0 MHz
# Attn	35 dB
i	step	norm	norm bkgnd	signal	signal bkgnd
0	200	0.257982	0.00447654	0.0741608	-0.0149907	
1	400	0.268768	0.00447654	0.084848	-0.0149907	
2	600	0.267453	0.00447654	0.0894189	-0.0149907	
3	800	0.27255	0.00447654	0.0880378	-0.0149907	
4	1000	0.263309	0.00447654	0.0932334	-0.0149907	
5	1200	0.276923	0.00447654	0.0695241	-0.0149907	
6	1400	0.296884	0.00447654	0.0800799	-0.0149907	
7	1600	0.264394	0.00447654	0.0779424	-0.0149907	
8	1800	0.284815	0.00447654	0.0912604	-0.0149907	
9	2000	0.256568	0.00447654	0.0841246	-0.0149907	
10	2200	0.275937	0.00447654	0.0888928	-0.0149907	
11	2400	0.263835	0.00447654	0.0868868	-0.0149907	
12	2600	0.275772	0.00447654	0.0889585	-0.0149907	
13	2800	0.272221	0.00447654	0.0830065	-0.0149907	
14	3000	0.296456	0.00447654	0.079192	-0.0149907	
15	3200	0.272714	0.00447654	0.095897	-0.0149907	
16	3400	0.278633	0.00447654	0.0948447	-0.0149907	
17	3600	0.289978	0.00447654	0.0921811	-0.0149907	
18	3800	0.292444	0.00447654	0.0849796	-0.0149907	
19	4000	0.285933	0.00447654	0.0953051	-0.0149907	
20	4200	0.286131	0.00447654	0.0923785	-0.0149907	
21	4400	0.268373	0.00447654	0.0926415	-0.0149907	
22	4600	0.300632	0.00447654	0.0867224	-0.0149907	
23	4800	0.281527	0.00447654	0.0899779	-0.0149907	
24	5000	0.289156	0.00447654	0.0830065	-0.0149907	
25	5200	0.290175	0.00447654	0.096752	-0.0149907	
26	5400	0.298561	0.00447654	0.105729	-0.0149907	
27	5600	0.286328	0.00447654	0.0863936	-0.0149907	
28	5800	0.279587	0.00447654	0.0961272	-0.0149907	
29	6000	0.282217	0.00447654	0.100928	-0.0149907	
30	6200	0.291261	0.00447654	0.0943515	-0.0149907	
31	6400	0.280803	0.00447654	0.100567	-0.0149907	
32	6600	0.307604	0.00447654	0.100205	-0.0149907	
