# Date	2015-11-30-02:20
# Type	Delay Scan
# Ov	100 mV
# IR	-100 mV
# Bot	-20 mV
# DL-Pro	365857.6 GHz
# DL-100	365841.6 GHz
# MW	On
# mwf	15932.0 MHz
# Attn	35 dB
i	step	norm	norm bkgnd	signal	signal bkgnd
0	79800	0.298232	0.00368733	0.103559	-0.0168388	
1	79600	0.25956	0.00368733	0.103526	-0.0168388	
2	79400	0.273799	0.00368733	0.0856701	-0.0168388	
3	79200	0.269985	0.00368733	0.0846836	-0.0168388	
4	79000	0.250616	0.00368733	0.0889914	-0.0168388	
5	78800	0.273898	0.00368733	0.0929046	-0.0168388	
6	78600	0.294648	0.00368733	0.0951736	-0.0168388	
7	78400	0.271037	0.00368733	0.0952393	-0.0168388	
8	78200	0.28738	0.00368733	0.0932663	-0.0168388	
9	78000	0.296325	0.00368733	0.0994156	-0.0168388	
10	77800	0.28738	0.00368733	0.085999	-0.0168388	
11	77600	0.291556	0.00368733	0.0938582	-0.0168388	
12	77400	0.27324	0.00368733	0.0853413	-0.0168388	
13	77200	0.282217	0.00368733	0.100106	-0.0168388	
14	77000	0.271234	0.00368733	0.0929046	-0.0168388	
15	76800	0.278896	0.00368733	0.102046	-0.0168388	
16	76600	0.25762	0.00368733	0.0954038	-0.0168388	
17	76400	0.29468	0.00368733	0.077482	-0.0168388	
18	76200	0.292543	0.00368733	0.0921483	-0.0168388	
19	76000	0.289518	0.00368733	0.0957984	-0.0168388	
20	75800	0.290373	0.00368733	0.102737	-0.0168388	
21	75600	0.289945	0.00368733	0.095897	-0.0168388	
22	75400	0.299777	0.00368733	0.0903725	-0.0168388	
23	75200	0.27666	0.00368733	0.0933321	-0.0168388	
24	75000	0.276857	0.00368733	0.098166	-0.0168388	
25	74800	0.298594	0.00368733	0.0858017	-0.0168388	
26	74600	0.299613	0.00368733	0.0945159	-0.0168388	
27	74400	0.281889	0.00368733	0.0956668	-0.0168388	
28	74200	0.281856	0.00368733	0.102145	-0.0168388	
29	74000	0.286755	0.00368733	0.0931019	-0.0168388	
30	73800	0.282513	0.00368733	0.100402	-0.0168388	
31	73600	0.299679	0.00368733	0.0859332	-0.0168388	
32	73400	0.278107	0.00368733	0.104973	-0.0168388	
33	73200	0.299284	0.00368733	0.091951	-0.0168388	
34	73000	0.272155	0.00368733	0.0967191	-0.0168388	
35	72800	0.286558	0.00368733	0.0852426	-0.0168388	
36	72600	0.273931	0.00368733	0.0848809	-0.0168388	
37	72400	0.289386	0.00368733	0.0974426	-0.0168388	
38	72200	0.289057	0.00368733	0.1054	-0.0168388	
39	72000	0.271201	0.00368733	0.100698	-0.0168388	
40	71800	0.283566	0.00368733	0.0936938	-0.0168388	
41	71600	0.281856	0.00368733	0.0943186	-0.0168388	
42	71400	0.299218	0.00368733	0.0979687	-0.0168388	
