# Date	2015-11-30-03:40
# Type	Delay Scan
# Ov	99 mV
# IR	-99 mV
# Bot	30 mV
# DL-Pro	365857.6 GHz
# DL-100	365841.6 GHz
# MW	On
# mwf	15932.1 MHz
# Attn	35 dB
i	step	norm	norm bkgnd	signal	signal bkgnd
0	200	0.255549	0.00762024	0.0883008	-0.0152275	
1	400	0.277877	0.00762024	0.0868868	-0.0152275	
2	600	0.265315	0.00762024	0.0840259	-0.0152275	
3	800	0.263276	0.00762024	0.0876103	-0.0152275	
4	1000	0.27347	0.00762024	0.0942857	-0.0152275	
5	1200	0.259823	0.00762024	0.0906685	-0.0152275	
6	1400	0.265447	0.00762024	0.0777451	-0.0152275	
7	1600	0.260974	0.00762024	0.0902739	-0.0152275	
8	1800	0.250616	0.00762024	0.0889585	-0.0152275	
9	2000	0.254825	0.00762024	0.0835656	-0.0152275	
10	2200	0.253345	0.00762024	0.0835327	-0.0152275	
11	2400	0.251109	0.00762024	0.0808362	-0.0152275	
12	2600	0.253904	0.00762024	0.0821516	-0.0152275	
13	2800	0.254989	0.00762024	0.0721877	-0.0152275	
14	3000	0.230425	0.00762024	0.0811322	-0.0152275	
15	3200	0.240126	0.00762024	0.092214	-0.0152275	
16	3400	0.265019	0.00762024	0.0899779	-0.0152275	
17	3600	0.261303	0.00762024	0.0771203	-0.0152275	
18	3800	0.24519	0.00762024	0.0776794	-0.0152275	
19	4000	0.249169	0.00762024	0.0829737	-0.0152275	
20	4200	0.26206	0.00762024	0.0842232	-0.0152275	
21	4400	0.248117	0.00762024	0.0818885	-0.0152275	
22	4600	0.259067	0.00762024	0.0765613	-0.0152275	
23	4800	0.248478	0.00762024	0.078074	-0.0152275	
24	5000	0.259955	0.00762024	0.0815596	-0.0152275	
25	5200	0.268439	0.00762024	0.0855386	-0.0152275	
26	5400	0.264065	0.00762024	0.089682	-0.0152275	
27	5600	0.269557	0.00762024	0.0934307	-0.0152275	
28	5800	0.268209	0.00762024	0.0779753	-0.0152275	
29	6000	0.257522	0.00762024	0.0790605	-0.0152275	
30	6200	0.266729	0.00762024	0.0875445	-0.0152275	
31	6400	0.258968	0.00762024	0.0906027	-0.0152275	
32	6600	0.254167	0.00762024	0.0913919	-0.0152275	
33	6800	0.244499	0.00762024	0.0845521	-0.0152275	
34	7000	0.254628	0.00762024	0.0855386	-0.0152275	
35	7200	0.263342	0.00762024	0.0920496	-0.0152275	
36	7400	0.253444	0.00762024	0.0752131	-0.0152275	
37	7600	0.267781	0.00762024	0.0864265	-0.0152275	
38	7800	0.260941	0.00762024	0.0897149	-0.0152275	
