# Date	2015-11-30-04:55
# Type	Delay Scan
# Ov	100 mV
# IR	-100 mV
# Bot	-10 mV
# DL-Pro	365857.6 GHz
# DL-100	365841.6 GHz
# MW	On
# mwf	15932.1 MHz
# Attn	35 dB
i	step	norm	norm bkgnd	signal	signal bkgnd
0	200	0.237528	0.00993526	0.086262	-0.0121495	
1	400	0.225065	0.00993526	0.0692282	-0.0121495	
2	600	0.231083	0.00993526	0.0661371	-0.0121495	
3	800	0.223026	0.00993526	0.0856044	-0.0121495	
4	1000	0.226216	0.00993526	0.0722535	-0.0121495	
5	1200	0.233516	0.00993526	0.0703791	-0.0121495	
6	1400	0.247854	0.00993526	0.0766928	-0.0121495	
7	1600	0.233648	0.00993526	0.0888599	-0.0121495	
8	1800	0.243283	0.00993526	0.0774163	-0.0121495	
9	2000	0.236147	0.00993526	0.0788303	-0.0121495	
10	2200	0.228584	0.00993526	0.0835985	-0.0121495	
11	2400	0.236903	0.00993526	0.0823489	-0.0121495	
12	2600	0.21497	0.00993526	0.0655123	-0.0121495	
13	2800	0.243217	0.00993526	0.0778767	-0.0121495	
14	3000	0.235522	0.00993526	0.0886297	-0.0121495	
15	3200	0.213194	0.00993526	0.0817898	-0.0121495	
16	3400	0.238811	0.00993526	0.0899779	-0.0121495	
17	3600	0.244993	0.00993526	0.0765284	-0.0121495	
18	3800	0.235391	0.00993526	0.0781068	-0.0121495	
19	4000	0.220297	0.00993526	0.0752459	-0.0121495	
20	4200	0.230392	0.00993526	0.0669592	-0.0121495	
21	4400	0.242362	0.00993526	0.0850453	-0.0121495	
22	4600	0.233516	0.00993526	0.0693268	-0.0121495	
23	4800	0.240192	0.00993526	0.0731414	-0.0121495	
24	5000	0.232069	0.00993526	0.0703134	-0.0121495	
25	5200	0.23664	0.00993526	0.0736017	-0.0121495	
26	5400	0.235752	0.00993526	0.0825462	-0.0121495	
27	5600	0.233746	0.00993526	0.088531	-0.0121495	
28	5800	0.22375	0.00993526	0.0795537	-0.0121495	
29	6000	0.240356	0.00993526	0.082316	-0.0121495	
30	6200	0.226282	0.00993526	0.0783041	-0.0121495	
31	6400	0.221448	0.00993526	0.0779753	-0.0121495	
32	6600	0.237824	0.00993526	0.0790605	-0.0121495	
33	6800	0.231773	0.00993526	0.0830723	-0.0121495	
34	7000	0.226808	0.00993526	0.077219	-0.0121495	
35	7200	0.214707	0.00993526	0.0827435	-0.0121495	
36	7400	0.21326	0.00993526	0.0665317	-0.0121495	
37	7600	0.241902	0.00993526	0.0815925	-0.0121495	
38	7800	0.233845	0.00993526	0.0774163	-0.0121495	
39	8000	0.227762	0.00993526	0.0900437	-0.0121495	
40	8200	0.212865	0.00993526	0.078337	-0.0121495	
41	8400	0.230392	0.00993526	0.0841904	-0.0121495	
42	8600	0.226643	0.00993526	0.085144	-0.0121495	
43	8800	0.229472	0.00993526	0.074391	-0.0121495	
44	9000	0.233582	0.00993526	0.0691295	-0.0121495	
45	9200	0.21691	0.00993526	0.0850782	-0.0121495	
46	9400	0.224539	0.00993526	0.0775149	-0.0121495	
47	9600	0.220297	0.00993526	0.0787645	-0.0121495	
48	9800	0.23082	0.00993526	0.0800799	-0.0121495	
49	10000	0.218751	0.00993526	0.0697543	-0.0121495	
50	10200	0.234963	0.00993526	0.067584	-0.0121495	
51	10400	0.212799	0.00993526	0.0733058	-0.0121495	
52	10600	0.234634	0.00993526	0.074654	-0.0121495	
53	10800	0.230359	0.00993526	0.0923456	-0.0121495	
54	11000	0.238679	0.00993526	0.0738648	-0.0121495	
55	11200	0.234075	0.00993526	0.081165	-0.0121495	
56	11400	0.2323	0.00993526	0.0716945	-0.0121495	
57	11600	0.232694	0.00993526	0.0801128	-0.0121495	
58	11800	0.231445	0.00993526	0.0744567	-0.0121495	
59	12000	0.221316	0.00993526	0.084585	-0.0121495	
60	12200	0.223289	0.00993526	0.0799483	-0.0121495	
61	12400	0.228781	0.00993526	0.0772847	-0.0121495	
62	12600	0.227203	0.00993526	0.0831381	-0.0121495	
63	12800	0.22638	0.00993526	0.0739964	-0.0121495	
64	13000	0.248018	0.00993526	0.0866567	-0.0121495	
65	13200	0.215562	0.00993526	0.0824475	-0.0121495	
66	13400	0.22421	0.00993526	0.0849467	-0.0121495	
67	13600	0.216154	0.00993526	0.0836971	-0.0121495	
68	13800	0.220231	0.00993526	0.0872157	-0.0121495	
69	14000	0.213095	0.00993526	0.0744238	-0.0121495	
70	14200	0.22079	0.00993526	0.0822173	-0.0121495	
71	14400	0.215299	0.00993526	0.0835985	-0.0121495	
72	14600	0.217239	0.00993526	0.0713985	-0.0121495	
73	14800	0.218949	0.00993526	0.0701818	-0.0121495	
74	15000	0.239074	0.00993526	0.0844205	-0.0121495	
75	15200	0.238909	0.00993526	0.0834011	-0.0121495	
76	15400	0.226084	0.00993526	0.0799483	-0.0121495	
77	15600	0.221678	0.00993526	0.0768573	-0.0121495	
78	15800	0.233286	0.00993526	0.0821844	-0.0121495	
79	16000	0.227367	0.00993526	0.0806389	-0.0121495	
80	16200	0.227301	0.00993526	0.0811322	-0.0121495	
81	16400	0.227071	0.00993526	0.0803758	-0.0121495	
82	16600	0.238515	0.00993526	0.0777122	-0.0121495	
83	16800	0.243283	0.00993526	0.0854728	-0.0121495	
84	17000	0.242	0.00993526	0.0883337	-0.0121495	
85	17200	0.233056	0.00993526	0.0825462	-0.0121495	
86	17400	0.215627	0.00993526	0.0871499	-0.0121495	
87	17600	0.24838	0.00993526	0.0856701	-0.0121495	
88	17800	0.238317	0.00993526	0.0748513	-0.0121495	
89	18000	0.236476	0.00993526	0.0842232	-0.0121495	
90	18200	0.258377	0.00993526	0.0791262	-0.0121495	
91	18400	0.253806	0.00993526	0.0853084	-0.0121495	
92	18600	0.239172	0.00993526	0.0813295	-0.0121495	
93	18800	0.231445	0.00993526	0.0769888	-0.0121495	
94	19000	0.232069	0.00993526	0.0815925	-0.0121495	
95	19200	0.225164	0.00993526	0.0897806	-0.0121495	
96	19400	0.239666	0.00993526	0.0822173	-0.0121495	
97	19600	0.236903	0.00993526	0.087413	-0.0121495	
98	19800	0.228978	0.00993526	0.0889585	-0.0121495	
99	20000	0.23812	0.00993526	0.0934965	-0.0121495	
100	20200	0.256535	0.00993526	0.0910302	-0.0121495	
101	20400	0.24496	0.00993526	0.0816583	-0.0121495	
102	20600	0.249892	0.00993526	0.0835656	-0.0121495	
