# Date	2015-11-30-04:35
# Type	Delay Scan
# Ov	97 mV
# IR	-97 mV
# Bot	-50 mV
# DL-Pro	365857.6 GHz
# DL-100	365841.6 GHz
# MW	On
# mwf	15932.1 MHz
# Attn	35 dB
i	step	norm	norm bkgnd	signal	signal bkgnd
0	79800	0.268406	0.00838314	0.101389	-0.012166	
1	79600	0.278995	0.00838314	0.100797	-0.012166	
2	79400	0.26469	0.00838314	0.107374	-0.012166	
3	79200	0.272286	0.00838314	0.0992512	-0.012166	
4	79000	0.289649	0.00838314	0.100402	-0.012166	
5	78800	0.258968	0.00838314	0.101685	-0.012166	
6	78600	0.269754	0.00838314	0.093628	-0.012166	
7	78400	0.267584	0.00838314	0.100665	-0.012166	
8	78200	0.27176	0.00838314	0.0903068	-0.012166	
9	78000	0.27791	0.00838314	0.0949763	-0.012166	
10	77800	0.260317	0.00838314	0.0904383	-0.012166	
11	77600	0.280672	0.00838314	0.0981002	-0.012166	
12	77400	0.266565	0.00838314	0.0917537	-0.012166	
13	77200	0.263901	0.00838314	0.095338	-0.012166	
14	77000	0.263178	0.00838314	0.1054	-0.012166	
15	76800	0.261533	0.00838314	0.0971795	-0.012166	
16	76600	0.272319	0.00838314	0.081165	-0.012166	
17	76400	0.270741	0.00838314	0.0921483	-0.012166	
18	76200	0.27712	0.00838314	0.099317	-0.012166	
19	76000	0.275345	0.00838314	0.0803429	-0.012166	
20	75800	0.274621	0.00838314	0.0878405	-0.012166	
21	75600	0.269228	0.00838314	0.0851111	-0.012166	
22	75400	0.25328	0.00838314	0.097048	-0.012166	
23	75200	0.25614	0.00838314	0.0952722	-0.012166	
24	75000	0.263309	0.00838314	0.0974755	-0.012166	
25	74800	0.26742	0.00838314	0.0858017	-0.012166	
26	74600	0.249794	0.00838314	0.0943844	-0.012166	
27	74400	0.260678	0.00838314	0.0932005	-0.012166	
28	74200	0.258705	0.00838314	0.0980016	-0.012166	
29	74000	0.269787	0.00838314	0.093365	-0.012166	
30	73800	0.242099	0.00838314	0.0859332	-0.012166	
31	73600	0.253082	0.00838314	0.0789947	-0.012166	
32	73400	0.248577	0.00838314	0.084289	-0.012166	
33	73200	0.238975	0.00838314	0.0908329	-0.012166	
34	73000	0.267584	0.00838314	0.0769888	-0.012166	
35	72800	0.274687	0.00838314	0.0870184	-0.012166	
36	72600	0.262783	0.00838314	0.0883666	-0.012166	
37	72400	0.264657	0.00838314	0.0901752	-0.012166	
38	72200	0.265808	0.00838314	0.0897149	-0.012166	
39	72000	0.253937	0.00838314	0.105236	-0.012166	
40	71800	0.253378	0.00838314	0.0936938	-0.012166	
41	71600	0.256436	0.00838314	0.0827106	-0.012166	
42	71400	0.270215	0.00838314	0.0870841	-0.012166	
43	71200	0.253181	0.00838314	0.0971466	-0.012166	
44	71000	0.259988	0.00838314	0.0960286	-0.012166	
45	70800	0.274161	0.00838314	0.0977385	-0.012166	
46	70600	0.261862	0.00838314	0.0912604	-0.012166	
47	70400	0.247656	0.00838314	0.0874459	-0.012166	
48	70200	0.244401	0.00838314	0.0942528	-0.012166	
49	70000	0.259034	0.00838314	0.0913262	-0.012166	
50	69800	0.262092	0.00838314	0.0901095	-0.012166	
51	69600	0.25272	0.00838314	0.0943844	-0.012166	
52	69400	0.274391	0.00838314	0.0822502	-0.012166	
53	69200	0.263408	0.00838314	0.081461	-0.012166	
54	69000	0.26913	0.00838314	0.0900437	-0.012166	
55	68800	0.274457	0.00838314	0.086854	-0.012166	
56	68600	0.26469	0.00838314	0.0872486	-0.012166	
57	68400	0.269623	0.00838314	0.0953709	-0.012166	
58	68200	0.263013	0.00838314	0.0900437	-0.012166	
59	68000	0.275542	0.00838314	0.0919181	-0.012166	
60	67800	0.270741	0.00838314	0.0928717	-0.012166	
61	67600	0.255022	0.00838314	0.0933979	-0.012166	
62	67400	0.254661	0.00838314	0.0969493	-0.012166	
63	67200	0.269689	0.00838314	0.0824475	-0.012166	
64	67000	0.257094	0.00838314	0.0817241	-0.012166	
65	66800	0.276792	0.00838314	0.0754104	-0.012166	
66	66600	0.253707	0.00838314	0.0893202	-0.012166	
67	66400	0.248084	0.00838314	0.0938911	-0.012166	
68	66200	0.2713	0.00838314	0.102079	-0.012166	
69	66000	0.273602	0.00838314	0.0942857	-0.012166	
