# Filename	10_delay.txt
# Date	2016-09-22
# Title	DL-Pro & DL-100 Locked delay scan.
# DL-Pro	365872.6 GHz
# DL-100	365856.7 GHz
# Static	-1000 mV Pulsed
# MWOn	On
# MWf	15932.0 MHz
# Attn	38 dB
# FixedAttn	6 dB
# B2	B2 = T2 + 2.050 us
# HP214B	HP 214B FIP at 5.5 on 100V setting ; Applied to Top ; Mesh & Vin of MCP @ +25V ; Vout of MCP @ +2025 V
# Oven	32 A
# Boxcar	Gate = 200 ns ; Amp = 25x ; Sensitivity = 5 mV
# Offset	+/- 30 mV IR/Oven offset.
# Bias	Top: 0 V ; Bot: -0.409 V ; IR: +0.052 V ; Oven: -0.052 V ; Vis: -0.011 V ; MW: +0.011 V
# Passes	4
i	step	norm	nbackground	signal	sbackground
0	0	0.267485	-0.0203935	-0.0282067	-0.0425836
1	744	0.257686	-0.0203935	-0.0220246	-0.0425836
2	1488	0.255253	-0.0203935	-0.0239647	-0.0425836
3	2232	0.268735	-0.0203935	-0.0260693	-0.0425836
4	2976	0.265874	-0.0203935	-0.0286671	-0.0425836
5	3720	0.252161	-0.0203935	-0.0293248	-0.0425836
6	4464	0.262191	-0.0203935	-0.0243264	-0.0425836
7	5208	0.261796	-0.0203935	-0.0262008	-0.0425836
8	5952	0.268143	-0.0203935	-0.0224192	-0.0425836
9	6696	0.2518	-0.0203935	-0.0340272	-0.0425836
10	7440	0.264624	-0.0203935	-0.032383	-0.0425836
11	8184	0.249037	-0.0203935	-0.0360002	-0.0425836
12	8928	0.265216	-0.0203935	-0.0295879	-0.0425836
13	9672	0.252622	-0.0203935	-0.0299825	-0.0425836
14	10416	0.266071	-0.0203935	-0.0264639	-0.0425836
15	11160	0.259067	-0.0203935	-0.029555	-0.0425836
16	11904	0.258311	-0.0203935	-0.0236688	-0.0425836
17	12648	0.264131	-0.0203935	-0.0287329	-0.0425836
18	13392	0.252918	-0.0203935	-0.0303442	-0.0425836
19	14136	0.260119	-0.0203935	-0.0308046	-0.0425836
20	14880	0.279291	-0.0203935	-0.0295221	-0.0425836
21	15624	0.273437	-0.0203935	-0.0309361	-0.0425836
22	16368	0.257489	-0.0203935	-0.0310348	-0.0425836
23	17112	0.288432	-0.0203935	-0.0256747	-0.0425836
24	17856	0.285078	-0.0203935	-0.0301469	-0.0425836
25	18600	0.268571	-0.0203935	-0.0299825	-0.0425836
26	19344	0.273207	-0.0203935	-0.0329091	-0.0425836
27	20088	0.269853	-0.0203935	-0.0346191	-0.0425836
28	20832	0.270807	-0.0203935	-0.0325803	-0.0425836
29	21576	0.27666	-0.0203935	-0.0306073	-0.0425836
30	22320	0.273306	-0.0203935	-0.0344876	-0.0425836
31	23064	0.270281	-0.0203935	-0.0337312	-0.0425836
32	23808	0.2908	-0.0203935	-0.0338299	-0.0425836
33	24552	0.257817	-0.0203935	-0.0387625	-0.0425836
34	25296	0.285933	-0.0203935	-0.0312321	-0.0425836
35	26040	0.275147	-0.0203935	-0.0306073	-0.0425836
36	26784	0.267683	-0.0203935	-0.0276806	-0.0425836
37	27528	0.295568	-0.0203935	-0.0283054	-0.0425836
38	28272	0.283204	-0.0203935	-0.0273518	-0.0425836
39	29016	0.27962	-0.0203935	-0.0282396	-0.0425836
40	29760	0.267748	-0.0203935	-0.0311005	-0.0425836
41	30504	0.273766	-0.0203935	-0.0273518	-0.0425836
42	31248	0.283171	-0.0203935	-0.0316267	-0.0425836
43	31992	0.273569	-0.0203935	-0.022748	-0.0425836
44	32736	0.28932	-0.0203935	-0.0248855	-0.0425836
45	33480	0.292707	-0.0203935	-0.0254116	-0.0425836
46	34224	0.287314	-0.0203935	-0.0269572	-0.0425836
47	34968	0.280047	-0.0203935	-0.0240634	-0.0425836
48	35712	0.271958	-0.0203935	-0.0300482	-0.0425836
49	36456	0.280672	-0.0203935	-0.0311663	-0.0425836
50	37200	0.284519	-0.0203935	-0.0243593	-0.0425836
51	37944	0.265085	-0.0203935	-0.0270229	-0.0425836
52	38688	0.263276	-0.0203935	-0.0268585	-0.0425836
53	39432	0.265611	-0.0203935	-0.0252801	-0.0425836
54	40176	0.272911	-0.0203935	-0.0228467	-0.0425836
55	40920	0.272747	-0.0203935	-0.022189	-0.0425836
56	41664	0.281231	-0.0203935	-0.0277793	-0.0425836
57	42408	0.275805	-0.0203935	-0.0283712	-0.0425836
58	43152	0.287117	-0.0203935	-0.025313	-0.0425836
59	43896	0.284289	-0.0203935	-0.022748	-0.0425836
60	44640	0.293266	-0.0203935	-0.0251485	-0.0425836
61	45384	0.296423	-0.0203935	-0.0276477	-0.0425836
62	46128	0.271004	-0.0203935	-0.0282396	-0.0425836
63	46872	0.269228	-0.0203935	-0.0351452	-0.0425836
64	47616	0.286131	-0.0203935	-0.0290617	-0.0425836
65	48360	0.26936	-0.0203935	-0.029259	-0.0425836
66	49104	0.279324	-0.0203935	-0.0271873	-0.0425836
67	49848	0.305039	-0.0203935	-0.0247539	-0.0425836
68	50592	0.272155	-0.0203935	-0.022748	-0.0425836
69	51336	0.274753	-0.0203935	-0.0246553	-0.0425836
70	52080	0.279488	-0.0203935	-0.0325803	-0.0425836
71	52824	0.276989	-0.0203935	-0.0354741	-0.0425836
72	53568	0.284125	-0.0203935	-0.0307388	-0.0425836
73	54312	0.277482	-0.0203935	-0.0249512	-0.0425836
74	55056	0.284815	-0.0203935	-0.0256418	-0.0425836
75	55800	0.293497	-0.0203935	-0.0246224	-0.0425836
76	56544	0.2859	-0.0203935	-0.0249512	-0.0425836
77	57288	0.28909	-0.0203935	-0.0236359	-0.0425836
78	58032	0.27255	-0.0203935	-0.0278121	-0.0425836
79	58776	0.281165	-0.0203935	-0.030673	-0.0425836
80	59520	0.279685	-0.0203935	-0.0280423	-0.0425836
81	60264	0.279981	-0.0203935	-0.0276806	-0.0425836
82	61008	0.299679	-0.0203935	-0.0312978	-0.0425836
83	61752	0.276068	-0.0203935	-0.025576	-0.0425836
84	62496	0.285045	-0.0203935	-0.0314951	-0.0425836
85	63240	0.278534	-0.0203935	-0.027582	-0.0425836
86	63984	0.279521	-0.0203935	-0.0288973	-0.0425836
87	64728	0.2786	-0.0203935	-0.0293577	-0.0425836
88	65472	0.274786	-0.0203935	-0.028996	-0.0425836
89	66216	0.27814	-0.0203935	-0.0327776	-0.0425836
90	66960	0.286032	-0.0203935	-0.0262337	-0.0425836
91	67704	0.284552	-0.0203935	-0.0299825	-0.0425836
92	68448	0.265907	-0.0203935	-0.0291604	-0.0425836
93	69192	0.266663	-0.0203935	-0.0281739	-0.0425836
94	69936	0.275575	-0.0203935	-0.0284041	-0.0425836
95	70680	0.287939	-0.0203935	-0.0328434	-0.0425836
96	71424	0.270248	-0.0203935	-0.028141	-0.0425836
97	72168	0.276857	-0.0203935	-0.0296865	-0.0425836
98	72912	0.281231	-0.0203935	-0.0232084	-0.0425836
99	73656	0.296588	-0.0203935	-0.0266612	-0.0425836
100	74400	0.278436	-0.0203935	-0.0297194	-0.0425836
101	75144	0.260152	-0.0203935	-0.0237017	-0.0425836
102	75888	0.267617	-0.0203935	-0.0260035	-0.0425836
103	76632	0.271431	-0.0203935	-0.0239647	-0.0425836
104	77376	0.278699	-0.0203935	-0.0239647	-0.0425836
105	78120	0.259692	-0.0203935	-0.0290946	-0.0425836
106	78864	0.290932	-0.0203935	-0.0284041	-0.0425836
107	79608	0.262619	-0.0203935	-0.0285027	-0.0425836
108	80352	0.273766	-0.0203935	-0.0296865	-0.0425836
109	81096	0.278534	-0.0203935	-0.027582	-0.0425836
110	81840	0.275838	-0.0203935	-0.0299167	-0.0425836
111	82584	0.269919	-0.0203935	-0.027286	-0.0425836
112	83328	0.255549	-0.0203935	-0.0294563	-0.0425836
113	84072	0.271103	-0.0203935	-0.0278121	-0.0425836
114	84816	0.275312	-0.0203935	-0.0316267	-0.0425836
115	85560	0.272451	-0.0203935	-0.0238332	-0.0425836
116	86304	0.289255	-0.0203935	-0.034093	-0.0425836
117	87048	0.289649	-0.0203935	-0.0326461	-0.0425836
118	87792	0.29011	-0.0203935	-0.0237674	-0.0425836
119	88536	0.28327	-0.0203935	-0.0291604	-0.0425836
120	89280	0.285572	-0.0203935	-0.0373156	-0.0425836
121	90024	0.276956	-0.0203935	-0.0303113	-0.0425836
122	90768	0.278304	-0.0203935	-0.0303113	-0.0425836
123	91512	0.277088	-0.0203935	-0.035507	-0.0425836
124	92256	0.281494	-0.0203935	-0.0310676	-0.0425836
125	93000	0.277975	-0.0203935	-0.0307388	-0.0425836
126	93744	0.279488	-0.0203935	-0.032679	-0.0425836
127	94488	0.286492	-0.0203935	-0.0337641	-0.0425836
128	95232	0.283204	-0.0203935	-0.0285356	-0.0425836
129	95976	0.279389	-0.0203935	-0.0347506	-0.0425836
130	96720	0.289715	-0.0203935	-0.0296865	-0.0425836
131	97464	0.28932	-0.0203935	-0.0283712	-0.0425836
132	98208	0.286328	-0.0203935	-0.0331064	-0.0425836
133	98952	0.274884	-0.0203935	-0.0305086	-0.0425836
134	99696	0.291688	-0.0203935	-0.0292261	-0.0425836
135	100440	0.298495	-0.0203935	-0.0292919	-0.0425836
136	101184	0.286459	-0.0203935	-0.0313965	-0.0425836
137	101928	0.272648	-0.0203935	-0.0300482	-0.0425836
138	102672	0.294352	-0.0203935	-0.0282067	-0.0425836
139	103416	0.280705	-0.0203935	-0.0324817	-0.0425836
140	104160	0.27643	-0.0203935	-0.0319226	-0.0425836
141	104904	0.281921	-0.0203935	-0.0267927	-0.0425836
142	105648	0.282842	-0.0203935	-0.0248855	-0.0425836
143	106392	0.274621	-0.0203935	-0.0266283	-0.0425836
144	107136	0.280705	-0.0203935	-0.0280094	-0.0425836
145	107880	0.27495	-0.0203935	-0.025313	-0.0425836
146	108624	0.284125	-0.0203935	-0.0236359	-0.0425836
147	109368	0.285868	-0.0203935	-0.0252143	-0.0425836
148	110112	0.276956	-0.0203935	-0.0302784	-0.0425836
149	110856	0.291589	-0.0203935	-0.0240963	-0.0425836
150	111600	0.287775	-0.0203935	-0.0279437	-0.0425836
151	111042	0.287808	-0.0203935	-0.0286014	-0.0425836
152	110298	0.273207	-0.0203935	-0.0294892	-0.0425836
153	109554	0.280507	-0.0203935	-0.0302127	-0.0425836
154	108810	0.282119	-0.0203935	-0.0261351	-0.0425836
155	108066	0.288827	-0.0203935	-0.0311005	-0.0425836
156	107322	0.27814	-0.0203935	-0.0307717	-0.0425836
157	106578	0.28498	-0.0203935	-0.0214327	-0.0425836
158	105834	0.288432	-0.0203935	-0.0264639	-0.0425836
159	105090	0.280376	-0.0203935	-0.028996	-0.0425836
160	104346	0.27883	-0.0203935	-0.0303442	-0.0425836
